order_item_id,order_id,quantity,product_id,unit_price,discount(%),shipping_cost
OI016583,O07305,3,P19323,2510.0,3.5,303.89
OI016584,O07305,1,P27941,3490.0,21.69,527.89
OI016585,O07305,3,P06498,1290.0,6.53,64.68
OI016586,O07306,2,P09890,13560.0,18.27,1115.85
OI016587,O07307,1,P22747,7300.0,31.5,741.39
OI016588,O07307,1,P23709,11080.0,12.97,906.66
OI016589,O07307,1,P24250,13340.0,36.21,1646.77
OI016590,O07308,1,P03045,1310.0,20.1,65.68
OI016591,O07308,1,P18352,5570.0,19.36,451.46
OI016592,O07308,1,P22324,1640.0,11.69,247.05
OI016593,O07308,1,P01339,4920.0,17.73,248.86
OI016594,O07309,1,P03889,15020.0,26.12,2320.91
OI016595,O07310,1,P00411,13740.0,24.13,1432.09
OI016596,O07310,1,P14352,13830.0,28.5,2132.3
OI016597,O07311,1,P21177,1480.0,2.86,222.99
OI016598,O07311,1,P07371,4220.0,7.0,425.97
OI016599,O07312,1,P13892,17260.0,16.85,895.38
OI016600,O07313,1,P20864,3430.0,9.52,173.0
OI016601,O07313,2,P26348,2730.0,7.04,137.63
OI016602,O07313,1,P19773,1200.0,10.06,123.98
OI016603,O07314,1,P31064,2130.0,16.95,320.96
OI016604,O07314,2,P00427,3020.0,5.22,304.43
OI016605,O07314,1,P28917,4600.0,9.89,372.97
OI016606,O07315,1,P02068,2210.0,7.88,333.89
OI016607,O07315,1,P00439,4920.0,19.69,397.87
OI016608,O07316,1,P13405,5200.0,11.79,630.75
OI016609,O07316,2,P20960,870.0,17.33,131.33
OI016610,O07317,1,P00212,3900.0,6.09,473.52
OI016611,O07317,1,P01760,5430.0,5.26,449.63
OI016612,O07317,1,P03370,2070.0,14.03,207.96
OI016613,O07318,1,P25562,1140.0,18.57,91.46
OI016614,O07318,1,P13498,5340.0,14.53,544.96
OI016615,O07318,2,P07748,660.0,3.24,99.16
OI016616,O07318,1,P00975,490.0,2.02,58.87
OI016617,O07319,1,P28118,1760.0,8.43,265.17
OI016618,O07319,1,P19285,120.0,7.93,6.01
OI016619,O07320,1,P08847,2170.0,21.6,327.01
OI016620,O07320,3,P16634,690.0,7.87,83.01
OI016621,O07320,1,P00089,3490.0,20.72,176.52
OI016622,O07320,1,P24469,3030.0,14.28,244.08
OI016623,O07321,1,P27475,10560.0,33.35,1079.36
OI016624,O07322,1,P14218,7210.0,6.71,589.27
OI016625,O07323,1,P19628,2220.0,4.66,111.61
OI016626,O07323,3,P23844,4820.0,15.13,585.83
OI016627,O07324,1,P01470,1150.0,14.6,92.64
OI016628,O07324,2,P13205,4640.0,11.03,234.52
OI016629,O07324,2,P30902,600.0,1.64,92.03
OI016630,O07325,1,P31652,12860.0,12.56,1320.23
OI016631,O07326,1,P30280,10860.0,10.68,555.01
OI016632,O07326,1,P22047,11930.0,13.25,1835.78
OI016633,O07326,1,P21798,8500.0,17.52,1297.18
OI016634,O07327,1,P19895,3540.0,2.14,428.27
OI016635,O07327,1,P32951,1460.0,7.16,219.99
OI016636,O07327,1,P05074,3650.0,5.59,183.94
OI016637,O07328,3,P32877,2930.0,10.37,147.48
OI016638,O07328,2,P23448,1450.0,3.53,174.61
OI016639,O07329,1,P06646,1770.0,5.88,88.94
OI016640,O07329,1,P25276,5010.0,14.14,261.58
OI016641,O07329,1,P09696,1320.0,16.66,159.48
OI016642,O07330,2,P25595,12590.0,15.26,646.11
OI016643,O07330,1,P02203,14580.0,33.81,750.62
OI016644,O07331,1,P23798,3080.0,1.53,310.21
OI016645,O07331,1,P09171,2060.0,3.69,165.51
OI016646,O07331,1,P17780,4380.0,5.92,530.52
OI016647,O07331,1,P12910,2880.0,2.29,348.66
OI016648,O07332,1,P20507,6740.0,24.46,357.92
OI016649,O07333,1,P23642,135870.0,30.21,25947.23
OI016650,O07334,1,P04217,11800.0,37.19,605.22
OI016651,O07334,2,P24719,12360.0,9.92,1907.99
OI016652,O07335,1,P16465,2930.0,9.1,442.25
OI016653,O07335,1,P08935,2120.0,0.93,319.51
OI016654,O07335,1,P23796,670.0,3.95,53.69
OI016655,O07336,1,P12306,8480.0,32.56,1035.27
OI016656,O07337,1,P07903,310.0,7.17,46.55
OI016657,O07337,1,P32198,3330.0,16.3,335.32
OI016658,O07337,2,P17395,340.0,9.6,40.87
OI016659,O07338,1,P19331,6800.0,21.73,689.93
OI016660,O07338,1,P02879,11520.0,23.22,589.4
OI016661,O07339,1,P23374,1650.0,10.54,84.02
OI016662,O07339,1,P25400,590.0,0.45,88.73
OI016663,O07340,1,P31073,9750.0,34.64,995.67
OI016664,O07340,1,P07571,8520.0,23.88,1041.05
OI016665,O07340,1,P20360,11500.0,37.42,1176.91
OI016666,O07341,1,P30846,4680.0,6.33,711.03
OI016667,O07341,1,P27831,5340.0,12.94,811.16
OI016668,O07341,1,P29438,1690.0,8.28,255.37
OI016669,O07342,1,P07951,9960.0,18.7,1524.51
OI016670,O07343,1,P32671,10600.0,27.53,1310.67
OI016671,O07344,1,P25523,5690.0,9.46,289.9
OI016672,O07344,1,P15589,630.0,13.52,75.72
OI016673,O07344,2,P19189,2500.0,9.87,251.46
OI016674,O07345,1,P07427,8880.0,27.69,452.2
OI016675,O07346,1,P20890,7250.0,12.28,737.4
OI016676,O07347,1,P10972,2390.0,16.88,288.23
OI016677,O07347,2,P18522,4590.0,10.84,463.67
OI016678,O07347,1,P01151,3580.0,1.32,181.12
OI016679,O07348,1,P10782,2020.0,1.35,203.03
OI016680,O07348,1,P32272,650.0,10.24,78.14
OI016681,O07348,1,P03525,970.0,14.05,77.81
OI016682,O07349,2,P10166,7340.0,31.93,597.46
OI016683,O07350,2,P24366,1120.0,0.62,56.3
OI016684,O07350,1,P10976,2080.0,10.01,313.8
OI016685,O07350,1,P05070,3070.0,12.48,308.98
OI016686,O07351,1,P07461,3260.0,5.65,164.2
OI016687,O07351,1,P01043,1090.0,21.73,54.65
OI016688,O07352,1,P05881,5930.0,7.25,904.32
OI016689,O07352,1,P15149,560.0,16.69,56.09
OI016690,O07352,1,P13930,1900.0,3.48,239.99
OI016691,O07352,1,P28750,4600.0,4.55,371.53
OI016692,O07353,1,P08613,8430.0,36.72,1037.46
OI016693,O07354,2,P04825,400.0,9.49,60.1
OI016694,O07354,1,P15282,4430.0,8.6,542.07
OI016695,O07354,2,P31811,1920.0,15.32,154.39
OI016696,O07355,3,P08080,1380.0,10.43,166.68
OI016697,O07355,2,P24998,1460.0,10.65,220.6
OI016698,O07355,2,P31082,1030.0,11.03,154.88
OI016699,O07355,1,P09607,850.0,8.68,42.6
OI016700,O07356,1,P16250,19700.0,25.53,2048.8
OI016701,O07357,1,P08898,6380.0,17.32,323.2
OI016702,O07357,1,P03336,13150.0,23.57,2027.53
OI016703,O07358,2,P18035,11000.0,13.01,899.54
OI016704,O07359,1,P27439,9950.0,19.04,1218.84
OI016705,O07360,1,P29977,12080.0,34.42,619.32
OI016706,O07361,1,P31716,9810.0,24.86,1001.23
OI016707,O07361,1,P28182,14060.0,14.8,2171.05
OI016708,O07361,1,P25271,12020.0,24.39,1484.29
OI016709,O07362,1,P28612,8800.0,10.76,717.02
OI016710,O07362,1,P13948,8070.0,10.45,985.89
OI016711,O07363,1,P08496,10650.0,19.57,544.27
OI016712,O07363,1,P19437,7610.0,37.28,818.24
OI016713,O07363,1,P28471,11780.0,18.89,604.29
OI016714,O07364,1,P29769,7030.0,24.07,1070.15
OI016715,O07365,2,P14792,9060.0,31.79,925.59
OI016716,O07366,1,P24104,14390.0,29.16,1481.23
OI016717,O07366,1,P20972,7070.0,15.91,574.79
OI016718,O07367,1,P25137,5300.0,16.79,804.38
OI016719,O07367,2,P24646,1760.0,17.37,177.22
OI016720,O07368,1,P14850,10900.0,30.21,1127.82
OI016721,O07369,1,P00407,2700.0,20.09,135.87
OI016722,O07369,1,P16370,2730.0,1.97,274.55
OI016723,O07369,1,P14053,3320.0,9.0,334.38
OI016724,O07370,1,P14333,18750.0,51.28,2347.71
OI016725,O07371,1,P27880,3030.0,18.46,244.06
OI016726,O07371,1,P30096,3600.0,15.7,362.84
OI016727,O07371,1,P31915,3510.0,4.29,425.08
OI016728,O07371,2,P05374,5060.0,0.09,511.73
OI016729,O07372,1,P01202,11430.0,18.24,594.97
OI016730,O07373,1,P00247,950.0,5.54,114.65
OI016731,O07373,1,P25659,6040.0,21.49,734.14
OI016732,O07374,1,P29070,3830.0,5.06,463.67
OI016733,O07374,1,P21957,5660.0,20.71,459.81
OI016734,O07374,1,P17088,3340.0,2.13,403.76
OI016735,O07375,1,P22083,11610.0,30.67,1435.3
OI016736,O07375,2,P19584,13440.0,11.42,1659.54
OI016737,O07375,1,P16374,14170.0,14.66,1462.26
OI016738,O07376,1,P10764,160.0,4.79,24.02
OI016739,O07376,1,P18202,1570.0,8.73,159.71
OI016740,O07376,2,P02076,3870.0,18.22,402.42
OI016741,O07377,1,P11714,12010.0,11.19,616.73
OI016742,O07378,1,P29212,7010.0,27.49,569.0
OI016743,O07378,1,P11231,8220.0,24.08,873.08
OI016744,O07379,1,P18565,840.0,18.13,126.55
OI016745,O07379,1,P21665,4010.0,13.27,404.34
OI016746,O07380,1,P17264,4630.0,0.69,561.13
OI016747,O07380,1,P08773,1750.0,20.87,263.84
OI016748,O07380,1,P11692,1880.0,7.89,94.42
OI016749,O07380,1,P12006,1750.0,16.36,176.52
OI016750,O07380,1,P01040,3130.0,14.54,473.19
OI016751,O07381,1,P13020,2900.0,14.03,437.87
OI016752,O07381,1,P24519,1310.0,19.85,105.2
OI016753,O07381,1,P12787,2360.0,11.27,356.02
OI016754,O07382,1,P01583,13750.0,22.2,707.44
OI016755,O07382,1,P24697,9360.0,26.92,955.21
OI016756,O07383,2,P16166,430.0,1.15,43.05
OI016757,O07384,2,P09653,2040.0,17.59,307.37
OI016758,O07384,1,P16325,4450.0,11.23,544.25
OI016759,O07385,1,P05177,5610.0,11.94,454.78
OI016760,O07386,1,P04457,10490.0,19.15,861.84
OI016761,O07386,1,P29522,9780.0,18.31,498.76
OI016762,O07386,1,P06573,7850.0,14.17,399.56
OI016763,O07387,1,P31492,5010.0,16.62,761.13
OI016764,O07387,2,P08284,1990.0,19.53,99.98
OI016765,O07387,1,P23431,1530.0,14.97,76.78
OI016766,O07387,2,P07682,6040.0,7.68,489.33
OI016767,O07387,1,P24620,3560.0,6.65,431.54
OI016768,O07388,1,P25833,1520.0,13.83,152.62
OI016769,O07388,1,P08184,4320.0,8.3,523.19
OI016770,O07388,1,P04583,390.0,10.24,31.35
OI016771,O07388,1,P32052,3990.0,15.24,483.96
OI016772,O07389,1,P09353,11460.0,19.94,1443.3
OI016773,O07390,1,P12312,14210.0,35.57,1169.79
OI016774,O07390,1,P19840,13330.0,14.84,1368.8
OI016775,O07390,2,P18721,8380.0,32.55,684.45
OI016776,O07391,1,P06155,11410.0,7.94,1761.34
OI016777,O07392,2,P16837,2390.0,9.89,360.68
OI016778,O07392,1,P08003,3060.0,12.82,162.81
OI016779,O07393,1,P19678,4610.0,10.64,698.08
OI016780,O07393,3,P17580,4770.0,12.74,584.67
OI016781,O07394,1,P31794,10330.0,11.59,1587.09
OI016782,O07395,1,P00251,2470.0,9.66,124.18
OI016783,O07395,1,P18295,3660.0,9.55,444.57
OI016784,O07396,1,P28072,1930.0,16.78,290.96
OI016785,O07396,2,P13877,4800.0,2.78,387.94
OI016786,O07396,1,P01287,5430.0,10.31,659.33
OI016787,O07396,1,P27927,1560.0,18.84,125.3
OI016788,O07396,1,P06960,4380.0,22.1,530.47
OI016789,O07397,2,P15913,11460.0,12.06,586.71
OI016790,O07398,1,P03242,10260.0,15.71,1047.36
OI016791,O07399,1,P09970,7710.0,9.62,627.79
OI016792,O07399,1,P05713,13440.0,28.43,690.36
OI016793,O07400,1,P09357,9970.0,15.79,814.3
OI016794,O07401,1,P07529,10320.0,15.74,842.81
OI016795,O07401,1,P12049,11790.0,16.31,968.22
OI016796,O07401,1,P19705,11220.0,20.24,1148.86
OI016797,O07402,1,P15171,5430.0,5.4,824.08
OI016798,O07402,1,P07037,1370.0,11.07,110.91
OI016799,O07402,1,P23311,5990.0,5.41,607.13
OI016800,O07403,1,P04607,11020.0,29.5,1352.01
OI016801,O07403,1,P29120,13610.0,18.46,1681.9
OI016802,O07404,1,P30832,3020.0,14.84,460.63
OI016803,O07404,1,P06143,5320.0,9.94,808.33
OI016804,O07404,1,P16265,2990.0,12.44,361.23
OI016805,O07404,1,P29459,230.0,20.91,23.27
OI016806,O07405,2,P30585,14500.0,10.77,747.32
OI016807,O07406,1,P09727,6980.0,22.44,354.64
OI016808,O07406,1,P03139,8250.0,34.31,419.58
OI016809,O07407,1,P09241,7810.0,17.05,397.48
OI016810,O07407,1,P06242,7690.0,13.96,946.77
OI016811,O07407,1,P28816,10150.0,9.81,518.32
OI016812,O07408,1,P10044,3590.0,10.14,542.69
OI016813,O07408,1,P13711,490.0,0.12,39.27
OI016814,O07408,1,P02119,3790.0,11.7,572.87
OI016815,O07409,1,P01970,3930.0,9.21,396.42
OI016816,O07409,1,P14522,970.0,4.17,48.62
OI016817,O07409,2,P18824,5450.0,9.08,662.45
OI016818,O07409,1,P09080,2280.0,16.57,183.67
OI016819,O07410,2,P29249,2420.0,14.53,364.97
OI016820,O07410,1,P10936,340.0,11.74,34.67
OI016821,O07411,2,P04357,3380.0,22.45,510.78
OI016822,O07412,1,P11670,1670.0,1.39,134.77
OI016823,O07412,1,P20958,3080.0,10.57,466.9
OI016824,O07413,1,P18839,69740.0,18.44,9551.98
OI016825,O07414,2,P29121,100.0,14.03,8.02
OI016826,O07414,1,P31491,590.0,6.95,71.11
OI016827,O07414,1,P22053,1700.0,21.06,265.25
OI016828,O07414,1,P07264,3130.0,3.48,157.98
OI016829,O07415,1,P15190,1210.0,18.12,192.32
OI016830,O07415,1,P22709,4410.0,19.69,668.15
OI016831,O07415,2,P06505,4510.0,2.26,549.65
OI016832,O07416,1,P30245,10650.0,8.94,1092.37
OI016833,O07416,1,P01499,7340.0,19.41,596.23
OI016834,O07417,1,P27646,13830.0,8.38,2132.4
OI016835,O07418,1,P12549,11740.0,23.49,961.91
OI016836,O07419,2,P15884,9580.0,20.11,488.32
OI016837,O07420,1,P06697,12140.0,20.12,1493.14
OI016838,O07420,1,P11055,8530.0,9.29,694.45
OI016839,O07420,1,P20091,9500.0,17.67,968.43
OI016840,O07421,1,P07715,13100.0,7.88,1346.16
OI016841,O07421,1,P25130,11630.0,20.16,595.72
OI016842,O07421,1,P09112,6940.0,8.22,563.46
OI016843,O07422,1,P17357,2830.0,20.55,284.71
OI016844,O07422,1,P16044,1920.0,3.57,231.42
OI016845,O07423,2,P13302,14140.0,11.01,1163.64
OI016846,O07424,1,P16095,1970.0,10.69,297.72
OI016847,O07424,1,P18093,4660.0,7.91,565.53
OI016848,O07424,2,P20590,2260.0,0.63,340.7
OI016849,O07425,1,P30005,73640.0,43.88,10553.61
OI016850,O07426,1,P25936,10470.0,10.24,1605.9
OI016851,O07427,1,P19508,10870.0,26.82,557.98
OI016852,O07428,1,P22236,5510.0,0.85,557.24
OI016853,O07428,1,P31245,4020.0,1.3,203.36
OI016854,O07428,1,P08703,1810.0,6.8,218.29
OI016855,O07429,1,P11445,13730.0,24.3,1130.98
OI016856,O07429,2,P19327,7370.0,12.63,906.37
OI016857,O07430,1,P17271,87900.0,37.82,8269.63
OI016858,O07431,2,P02826,6010.0,13.98,609.19
OI016859,O07431,1,P02904,3990.0,15.53,201.49
OI016860,O07431,1,P07388,3150.0,18.69,382.88
OI016861,O07431,1,P20715,1930.0,2.45,290.91
OI016862,O07432,1,P32321,11680.0,18.1,958.84
OI016863,O07433,1,P27164,960.0,15.94,96.28
OI016864,O07433,2,P20149,4990.0,9.98,504.48
OI016865,O07434,1,P29942,10450.0,21.51,1281.59
OI016866,O07435,1,P21556,4430.0,17.99,670.59
OI016867,O07435,1,P04224,3820.0,3.61,462.09
OI016868,O07436,1,P26635,5390.0,20.96,272.57
OI016869,O07436,1,P00511,2880.0,20.56,289.95
OI016870,O07437,1,P00628,4060.0,12.15,614.8
OI016871,O07437,1,P30598,4890.0,10.79,395.3
OI016872,O07437,1,P32251,2350.0,17.76,283.47
OI016873,O07438,1,P09001,2140.0,13.59,107.79
OI016874,O07439,1,P30056,760.0,11.83,76.45
OI016875,O07439,1,P28714,2510.0,0.78,126.18
OI016876,O07440,1,P03271,10880.0,11.49,1729.2
OI016877,O07441,2,P30074,2920.0,3.56,293.79
OI016878,O07442,1,P15190,1210.0,5.19,153.86
OI016879,O07443,1,P21864,19490.0,9.46,3057.63
OI016880,O07444,1,P26887,9630.0,34.97,491.26
OI016881,O07445,1,P28250,4920.0,12.16,596.92
OI016882,O07445,1,P04431,3090.0,12.33,311.16
OI016883,O07445,1,P18899,4500.0,3.74,454.32
OI016884,O07446,2,P31278,2820.0,3.56,227.06
OI016885,O07446,1,P02676,780.0,6.69,62.7
OI016886,O07446,1,P31267,1480.0,0.1,222.72
OI016887,O07447,1,P20257,13850.0,11.35,713.48
OI016888,O07448,1,P19148,1870.0,0.83,150.19
OI016889,O07448,2,P00970,5150.0,18.27,521.2
OI016890,O07448,1,P23483,6070.0,13.81,924.38
OI016891,O07449,2,P28549,2220.0,15.77,223.43
OI016892,O07449,1,P02740,5560.0,16.15,450.19
OI016893,O07449,2,P01706,2620.0,13.96,325.17
OI016894,O07450,1,P19077,4870.0,19.99,605.81
OI016895,O07450,1,P01421,5800.0,4.39,704.63
OI016896,O07451,1,P11698,2850.0,15.28,143.4
OI016897,O07451,1,P03830,660.0,0.33,52.89
OI016898,O07451,2,P26439,3890.0,9.98,396.46
OI016899,O07451,1,P03250,370.0,6.69,18.55
OI016900,O07452,1,P04523,12640.0,19.73,1945.26
OI016901,O07452,1,P22427,11530.0,21.47,1183.28
OI016902,O07453,1,P21820,9630.0,27.42,982.41
OI016903,O07454,2,P32440,4440.0,12.1,358.78
OI016904,O07454,2,P09799,3360.0,1.56,270.85
OI016905,O07455,1,P09296,790.0,8.39,79.38
OI016906,O07455,1,P07564,340.0,4.3,40.86
OI016907,O07455,2,P01758,3650.0,6.1,295.21
OI016908,O07455,1,P16843,1320.0,0.77,158.94
OI016909,O07456,1,P10869,9800.0,28.7,500.0
OI016910,O07456,1,P11606,13070.0,13.0,1618.73
OI016911,O07457,2,P02892,3850.0,10.22,388.35
OI016912,O07457,1,P09537,1660.0,4.55,83.34
OI016913,O07457,1,P09518,1160.0,21.48,93.11
OI016914,O07458,1,P28625,5160.0,12.31,784.46
OI016915,O07458,1,P11385,1440.0,3.27,183.58
OI016916,O07459,1,P27053,16920.0,28.77,1756.36
OI016917,O07460,1,P10475,17990.0,51.9,1491.49
OI016918,O07461,1,P00477,2560.0,6.04,205.99
OI016919,O07462,2,P23725,14740.0,23.29,759.98
OI016920,O07463,1,P25346,240.0,11.17,36.04
OI016921,O07463,1,P21135,2990.0,8.77,240.73
OI016922,O07464,1,P23202,16170.0,26.48,2505.49
OI016923,O07465,2,P13272,4330.0,5.32,350.96
OI016924,O07465,1,P26847,5230.0,13.46,423.11
OI016925,O07465,1,P11410,3560.0,8.76,539.4
OI016926,O07466,1,P14113,18130.0,19.85,1879.65
OI016927,O07467,1,P32297,6070.0,6.39,615.04
OI016928,O07467,1,P28307,6060.0,10.77,741.9
OI016929,O07467,1,P21186,4470.0,12.16,225.7
OI016930,O07467,1,P26692,1200.0,21.97,180.52
OI016931,O07467,1,P04678,1720.0,18.13,138.94
OI016932,O07468,1,P25212,1660.0,1.85,167.38
OI016933,O07468,1,P24044,1390.0,14.22,167.46
OI016934,O07468,1,P09126,130.0,3.09,19.77
OI016935,O07469,1,P04665,18780.0,27.84,2339.37
OI016936,O07470,1,P04341,1740.0,12.87,209.65
OI016937,O07470,2,P07970,2740.0,12.97,138.12
OI016938,O07470,1,P23990,5740.0,6.08,464.61
OI016939,O07470,1,P16568,1380.0,1.09,211.05
OI016940,O07471,1,P32594,280.0,10.2,22.43
OI016941,O07471,1,P04825,400.0,4.61,32.05
OI016942,O07471,1,P31308,2220.0,5.32,267.88
OI016943,O07472,1,P19490,6180.0,21.07,312.91
OI016944,O07473,2,P29041,5580.0,7.47,677.34
OI016945,O07473,1,P29062,3790.0,5.76,305.8
OI016946,O07473,1,P07660,3140.0,11.51,475.37
OI016947,O07473,1,P23659,3720.0,10.11,562.49
OI016948,O07473,1,P21048,890.0,10.29,89.27
OI016949,O07474,1,P20029,7640.0,34.56,622.07
OI016950,O07474,1,P07902,10910.0,17.76,1338.68
OI016951,O07475,1,P12080,6980.0,24.14,566.36
OI016952,O07476,1,P17500,200.0,0.01,30.03
OI016953,O07476,1,P27805,1580.0,13.33,158.97
OI016954,O07477,1,P16023,210.0,5.85,16.82
OI016955,O07477,1,P22340,3000.0,15.75,362.36
OI016956,O07478,1,P03361,11040.0,13.12,565.51
OI016957,O07478,1,P29272,12410.0,13.23,1273.66
OI016958,O07479,3,P17922,830.0,2.66,125.95
OI016959,O07479,1,P24474,680.0,2.84,81.74
OI016960,O07480,1,P26165,9120.0,18.73,1475.03
OI016961,O07481,2,P10993,4610.0,7.21,468.29
OI016962,O07481,1,P04098,2790.0,16.29,280.6
OI016963,O07481,1,P26687,1630.0,20.33,196.55
OI016964,O07481,1,P13489,3650.0,1.91,294.39
OI016965,O07481,2,P20328,360.0,11.78,36.04
OI016966,O07482,1,P15192,2680.0,8.85,135.08
OI016967,O07482,1,P13209,950.0,6.01,47.64
OI016968,O07482,1,P24312,3360.0,8.46,270.9
OI016969,O07483,2,P13431,6110.0,2.53,494.92
OI016970,O07483,1,P29563,5280.0,1.12,426.95
OI016971,O07484,2,P00892,1680.0,1.95,134.95
OI016972,O07484,1,P11565,960.0,10.11,96.22
OI016973,O07485,1,P22447,19140.0,34.33,994.97
OI016974,O07486,1,P12669,3680.0,19.15,556.34
OI016975,O07486,2,P29452,5310.0,1.08,536.75
OI016976,O07486,1,P23142,5310.0,21.1,268.39
OI016977,O07486,2,P01287,5430.0,13.69,824.16
OI016978,O07487,1,P03262,3570.0,19.6,431.59
OI016979,O07487,2,P07007,1070.0,16.98,53.77
OI016980,O07488,2,P02456,1740.0,13.25,87.34
OI016981,O07488,1,P00622,3550.0,17.43,429.62
OI016982,O07489,2,P21284,2880.0,6.52,290.06
OI016983,O07489,1,P06507,2410.0,1.71,290.84
OI016984,O07489,2,P22432,2210.0,13.07,111.02
OI016985,O07489,1,P13901,3250.0,4.64,327.6
OI016986,O07489,1,P26043,2490.0,13.88,256.95
OI016987,O07490,1,P26510,101030.0,24.98,9915.57
OI016988,O07491,3,P17176,2470.0,12.67,124.33
OI016989,O07491,1,P20599,2800.0,10.9,225.93
OI016990,O07492,3,P19397,3990.0,16.35,483.24
OI016991,O07492,1,P25953,5210.0,22.4,791.36
OI016992,O07492,1,P18950,5820.0,1.21,472.7
OI016993,O07493,1,P16938,7180.0,13.09,1094.94
OI016994,O07493,1,P07665,14050.0,8.34,1445.6
OI016995,O07494,1,P32472,6330.0,20.82,514.84
OI016996,O07494,1,P29006,12970.0,8.73,1598.17
OI016997,O07495,1,P28071,116850.0,49.53,11843.92
OI016998,O07496,1,P31080,2860.0,3.03,431.5
OI016999,O07496,1,P31169,2040.0,3.46,246.34
OI017000,O07496,1,P29648,3390.0,10.64,171.07
OI017001,O07496,1,P24667,3410.0,1.96,344.21
OI017002,O07497,1,P16899,72470.0,27.07,12537.38
OI017003,O07498,1,P24390,8480.0,8.56,1039.44
OI017004,O07498,1,P27870,8700.0,7.79,890.74
OI017005,O07499,1,P23355,1070.0,19.02,107.27
OI017006,O07499,1,P16255,3860.0,15.05,584.05
OI017007,O07499,1,P31259,2010.0,16.74,165.25
OI017008,O07500,1,P14416,9740.0,24.08,1192.15
OI017009,O07500,1,P21970,13520.0,7.63,1388.83
OI017010,O07500,1,P22178,8720.0,20.45,712.07
OI017011,O07501,2,P23945,820.0,12.96,123.26
OI017012,O07501,1,P18079,4000.0,16.67,606.21
OI017013,O07501,2,P13217,2410.0,12.64,296.0
OI017014,O07502,1,P17353,140.0,6.21,16.82
OI017015,O07502,2,P25313,1090.0,4.47,109.63
OI017016,O07503,1,P17724,5610.0,7.15,458.68
OI017017,O07503,1,P11994,1370.0,14.39,110.0
OI017018,O07503,2,P31023,5250.0,19.63,531.25
OI017019,O07504,1,P10019,5200.0,8.89,630.8
OI017020,O07505,1,P01946,10370.0,20.98,1274.0
OI017021,O07506,1,P26775,13170.0,21.78,2048.28
OI017022,O07507,2,P25290,7810.0,34.53,1190.5
OI017023,O07507,1,P16708,12150.0,22.11,1001.45
OI017024,O07508,2,P31782,6370.0,18.93,517.52
OI017025,O07509,1,P12682,10930.0,26.67,1697.96
OI017026,O07509,1,P29334,13720.0,29.3,1692.57
OI017027,O07509,2,P22045,8880.0,29.91,906.43
OI017028,O07510,1,P32113,13160.0,28.14,1083.67
OI017029,O07510,1,P18329,10000.0,24.39,1536.6
OI017030,O07511,1,P32724,6450.0,6.1,980.27
OI017031,O07512,3,P01357,540.0,17.83,27.03
OI017032,O07512,2,P09484,960.0,20.74,48.13
OI017033,O07512,1,P18038,1030.0,14.96,154.97
OI017034,O07513,1,P06272,80940.0,29.01,4707.79
OI017035,O07514,2,P17459,720.0,9.13,57.7
OI017036,O07514,1,P25463,4480.0,8.91,226.25
OI017037,O07514,1,P09713,1200.0,13.7,60.18
OI017038,O07514,1,P08491,2070.0,3.28,166.35
OI017039,O07514,1,P16049,4800.0,6.34,732.1
OI017040,O07515,2,P23963,4100.0,16.22,497.07
OI017041,O07515,1,P17315,6090.0,2.64,502.68
OI017042,O07516,1,P04615,4980.0,12.68,755.04
OI017043,O07516,1,P27126,4330.0,2.4,352.09
OI017044,O07517,1,P01553,1780.0,12.56,142.92
OI017045,O07517,1,P07015,3650.0,3.13,187.59
OI017046,O07517,1,P06412,890.0,10.41,71.43
OI017047,O07518,1,P26918,46560.0,15.69,5109.12
OI017048,O07519,1,P31539,14850.0,15.66,1531.48
OI017049,O07520,1,P31621,1340.0,2.72,67.37
OI017050,O07520,1,P08127,250.0,6.65,25.11
OI017051,O07520,1,P02941,880.0,3.21,105.87
OI017052,O07520,1,P20942,1630.0,2.93,81.86
OI017053,O07521,3,P18766,1490.0,7.42,224.45
OI017054,O07522,1,P15560,4770.0,22.41,725.62
OI017055,O07522,1,P32375,630.0,6.17,63.13
OI017056,O07522,2,P20832,2490.0,21.86,125.38
OI017057,O07523,1,P06831,13360.0,34.93,704.29
OI017058,O07524,1,P30687,860.0,7.56,43.13
OI017059,O07524,1,P30694,1670.0,8.71,201.15
OI017060,O07525,1,P32070,8370.0,12.96,1277.52
OI017061,O07525,2,P05624,9020.0,18.74,736.42
OI017062,O07526,1,P20706,13520.0,5.61,1111.27
OI017063,O07526,1,P19887,14450.0,10.06,1505.55
OI017064,O07527,1,P09462,14370.0,27.41,2221.76
OI017065,O07528,1,P21126,500.0,8.23,51.26
OI017066,O07529,2,P07517,1410.0,7.21,113.25
OI017067,O07529,1,P00972,3320.0,18.6,267.4
OI017068,O07529,1,P16047,5480.0,11.35,832.32
OI017069,O07530,1,P32272,650.0,15.33,65.11
OI017070,O07530,1,P24579,5620.0,10.93,682.05
OI017071,O07530,1,P02235,5610.0,10.14,568.36
OI017072,O07531,1,P06802,103200.0,22.8,9997.19
OI017073,O07532,2,P20216,5200.0,1.77,526.24
OI017074,O07532,1,P26399,250.0,4.27,12.55
OI017075,O07532,2,P19724,780.0,10.39,93.83
OI017076,O07532,1,P28397,3400.0,15.03,174.05
OI017077,O07533,1,P17808,32140.0,19.52,2801.27
OI017078,O07534,1,P28951,89130.0,34.39,8609.67
OI017079,O07535,1,P00921,7690.0,26.04,390.49
