product_id,Category_name,sub_category_name,product_weight_g,brand,cost_price,selling_price,stock_availability
P08950,health_beauty,Collectibles,300,Generic Indian,2290.0,2660.0,In Stock
P08951,audio,Hi-Fi Systems,473,Dell,106900.0,116610.0,In Stock
P08952,fashion_bags_accessories,Sneakers,100,Mochi,490.0,780.0,In Stock
P08953,toys,Novelty Items,1238,Generic Indian,2300.0,2950.0,In Stock
P08954,sports_leisure,Collectibles,1340,Generic Indian,16860.0,19800.0,In Stock
P08955,telephony,Collectibles,50,Generic Indian,5340.0,7500.0,In Stock
P08956,bed_bath_table,Novelty Items,3500,Generic Indian,8060.0,9060.0,In Stock
P08957,fashion_shoes,Kurtas,1400,Nike,580.0,1110.0,Out of Stock
P08958,auto,Tyres,1525,BharatBenz,17250.0,20520.0,In Stock
P08959,housewares,Collectibles,1000,Generic Indian,6430.0,8120.0,In Stock
P08960,telephony,General Merchandise,350,Generic Indian,10540.0,13380.0,In Stock
P08961,bed_bath_table,Novelty Items,300,Generic Indian,15190.0,18250.0,Low Stock
P08962,bed_bath_table,Gifts,6100,Generic Indian,5920.0,8400.0,In Stock
P08963,fashion_childrens_clothes,Dresses,600,Nike,1430.0,2440.0,In Stock
P08964,pet_shop,Grooming,833,Himalaya Pet Care,6040.0,7680.0,In Stock
P08965,bed_bath_table,General Merchandise,2850,Generic Indian,3510.0,4280.0,In Stock
P08966,toys,General Merchandise,200,Generic Indian,10620.0,13940.0,In Stock
P08967,furniture_decor,Wardrobes,700,Nilkamal,79780.0,122400.0,In Stock
P08968,bed_bath_table,Gifts,355,Generic Indian,2680.0,3560.0,Low Stock
P08969,housewares,Collectibles,1500,Generic Indian,9310.0,11770.0,In Stock
P08970,fashion_bags_accessories,Sarees,100,Biba,2360.0,3270.0,Preorder
P08971,auto,Tyres,2000,Amaron,7520.0,8260.0,In Stock
P08972,sports_leisure,Gifts,400,Generic Indian,11820.0,14810.0,In Stock
P08973,health_beauty,General Merchandise,350,Generic Indian,12960.0,17570.0,In Stock
P08974,consoles_games,Earbuds,700,Sony,65640.0,79630.0,Low Stock
P08975,stationery,Pens,650,Navneet,2910.0,3420.0,In Stock
P08976,cool_stuff,Gifts,700,Generic Indian,7750.0,8640.0,Limited Edition
P08977,toys,Collectibles,6038,Generic Indian,5300.0,5980.0,Discontinued
P08978,perfumery,Spa Kits,450,Forest Essentials,1470.0,2660.0,Available on Demand
P08979,books_technical,Manga,500,Navneet,3070.0,3590.0,In Stock
P08980,toys,Collectibles,1110,Generic Indian,10140.0,13790.0,In Stock
P08981,garden_tools,Novelty Items,6050,Generic Indian,10630.0,13930.0,In Stock
P08982,christmas_supplies,General Merchandise,200,Generic Indian,13240.0,15680.0,Limited Edition
P08983,garden_tools,General Merchandise,3600,Generic Indian,5720.0,7280.0,In Stock
P08984,furniture_decor,TV Units,600,Pepperfry,56770.0,64760.0,In Stock
P08985,computers_accessories,Action Cameras,100,boAt,76780.0,84610.0,In Stock
P08986,furniture_decor,TV Units,2550,IKEA,95270.0,110970.0,In Stock
P08987,furniture_decor,Mattresses,500,Pepperfry,71080.0,108560.0,In Stock
P08988,garden_tools,Collectibles,1700,Generic Indian,11380.0,13340.0,In Stock
P08989,audio,Smartphones,2000,Lava,101490.0,107620.0,In Stock
P08990,housewares,Novelty Items,1000,Generic Global,3930.0,4490.0,In Stock
P08991,housewares,General Merchandise,650,Generic Indian,9500.0,11490.0,In Stock
P08992,books_general_interest,Notebooks,1400,Stabilo,1940.0,2230.0,Limited Edition
P08993,furniture_decor,Sofas,650,Urban Ladder,18770.0,24880.0,In Stock
P08994,construction_tools_construction,Novelty Items,10100,Generic Indian,7700.0,10400.0,Low Stock
P08995,watches_gifts,Gifts,200,Generic Indian,6780.0,9240.0,In Stock
P08996,cool_stuff,Gifts,1400,Generic Indian,2590.0,2950.0,In Stock
P08997,cool_stuff,Gifts,500,Generic Global,3910.0,4440.0,Preorder
P08998,office_furniture,Mattresses,3125,Urban Ladder,1310.0,1800.0,In Stock
P08999,auto,Tyres,1075,Bosch India,10740.0,14180.0,In Stock
P09000,bed_bath_table,Gifts,300,Generic Indian,12110.0,16740.0,In Stock
P09001,sports_leisure,Gifts,1550,Generic Indian,1800.0,2140.0,In Stock
P09002,fashion_shoes,Kurtas,1400,Metro,2450.0,3570.0,In Stock
P09003,telephony,Gifts,700,Generic Indian,10740.0,12480.0,In Stock
P09004,baby,Collectibles,10700,Generic Indian,2440.0,2960.0,In Stock
P09005,pet_shop,Aquarium Decor,158,Himalaya Pet Care,3120.0,4670.0,In Stock
P09006,computers_accessories,Smartwatches,200,Infinix,57710.0,62800.0,Low Stock
P09007,electronics,E-Readers,200,OnePlus,87530.0,99640.0,Backordered
P09008,watches_gifts,Collectibles,800,Generic Indian,10530.0,14470.0,In Stock
P09009,furniture_decor,Dining Tables,313,Durian,3630.0,4600.0,In Stock
P09010,bed_bath_table,Gifts,15150,Generic Indian,9440.0,13480.0,In Stock
P09011,health_beauty,Gifts,2163,Generic Indian,10460.0,13320.0,In Stock
P09012,telephony,Collectibles,300,Generic Indian,1920.0,2590.0,In Stock
P09013,bed_bath_table,General Merchandise,2500,Generic Indian,10480.0,12760.0,In Stock
P09014,market_place,Gifts,150,Generic Indian,7560.0,10230.0,In Stock
P09015,bed_bath_table,Collectibles,1100,Generic Indian,1710.0,2310.0,Out of Stock
P09016,bed_bath_table,General Merchandise,700,Generic Indian,5120.0,6960.0,In Stock
P09017,fashion_bags_accessories,Handbags,150,Adidas,1480.0,2010.0,In Stock
P09018,telephony,General Merchandise,150,Generic Indian,10380.0,13220.0,Low Stock
P09019,toys,Novelty Items,2050,Generic Indian,6610.0,8510.0,In Stock
P09020,watches_gifts,General Merchandise,600,Generic Global,4040.0,5480.0,In Stock
P09021,baby,Gifts,1600,Generic Indian,12710.0,17290.0,In Stock
P09022,furniture_decor,Bean Bags,2300,Nilkamal,92360.0,116830.0,In Stock
P09023,furniture_decor,Lamps,1000,Nilkamal,23150.0,29240.0,In Stock
P09024,toys,General Merchandise,900,Generic Indian,12330.0,16990.0,Available on Demand
P09025,pet_shop,Cat Food,600,Himalaya Pet Care,650.0,870.0,In Stock
P09026,bed_bath_table,Novelty Items,650,Generic Indian,10460.0,12430.0,In Stock
P09027,auto,Tyres,450,Amaron,18230.0,21990.0,In Stock
P09028,computers_accessories,Printers,11750,iQOO,8860.0,9980.0,In Stock
P09029,fashion_shoes,Sarees,1850,Manyavar,540.0,1140.0,In Stock
P09030,computers_accessories,Tablets,5150,Xiaomi,71950.0,83720.0,In Stock
P09031,bed_bath_table,Novelty Items,900,Generic Indian,1600.0,2030.0,In Stock
P09032,health_beauty,Novelty Items,250,Generic Indian,13810.0,17780.0,In Stock
P09033,cool_stuff,Collectibles,2600,Generic Global,13660.0,17670.0,In Stock
P09034,auto,Bike Accessories,2500,Minda,10810.0,14280.0,Backordered
P09035,air_conditioning,Gifts,800,Generic Indian,8550.0,10220.0,Low Stock
P09036,books_general_interest,Pens,300,Camel,2190.0,3230.0,Low Stock
P09037,furniture_decor,Sofas,2950,Urban Ladder,75370.0,97340.0,In Stock
P09038,office_furniture,Wardrobes,11400,IKEA,75110.0,98000.0,In Stock
P09039,christmas_supplies,General Merchandise,400,Generic Indian,7780.0,9510.0,In Stock
P09040,small_appliances,General Merchandise,100,Generic Indian,4080.0,5410.0,In Stock
P09041,food,General Merchandise,388,Generic Indian,16320.0,18990.0,In Stock
P09042,pet_shop,Dog Food,7150,Himalaya Pet Care,3910.0,5010.0,Backordered
P09043,computers_accessories,DSL Cameras,350,Noise,57160.0,67240.0,In Stock
P09044,home_appliances,Lamps,600,Durian,98110.0,111910.0,Out of Stock
P09045,garden_tools,Novelty Items,850,Generic Indian,12470.0,16240.0,In Stock
P09046,sports_leisure,Gifts,200,Generic Indian,6770.0,8060.0,In Stock
P09047,cool_stuff,Gifts,268,Generic Indian,7370.0,8600.0,In Stock
P09048,fashion_bags_accessories,Shoes,200,Mochi,1530.0,2060.0,Out of Stock
P09049,electronics,Smartwatches,1050,OnePlus,94900.0,112410.0,In Stock
P09050,auto,Bike Accessories,140,BharatBenz,16980.0,19590.0,In Stock
P09051,bed_bath_table,Gifts,1250,Generic Indian,8810.0,10280.0,In Stock
P09052,bed_bath_table,Collectibles,2700,Generic Indian,7670.0,8710.0,In Stock
P09053,garden_tools,Collectibles,200,Generic Global,8660.0,11110.0,In Stock
P09054,cool_stuff,General Merchandise,300,Generic Indian,5710.0,7480.0,In Stock
P09055,fashion_bags_accessories,Handbags,250,Allen Solly,2330.0,3670.0,Backordered
P09056,musical_instruments,General Merchandise,7050,Generic Indian,12990.0,17280.0,In Stock
P09057,computers_accessories,Action Cameras,825,Lava,13730.0,15860.0,In Stock
P09058,furniture_living_room,Mattresses,8800,Nilkamal,4180.0,4810.0,Backordered
P09059,sports_leisure,Novelty Items,2200,Generic Indian,6380.0,8920.0,Discontinued
P09060,telephony,General Merchandise,100,Generic Indian,790.0,1050.0,In Stock
P09061,furniture_decor,TV Units,1300,Nilkamal,79740.0,112590.0,In Stock
P09062,auto,Engine Oils,1350,Bosch India,11190.0,12450.0,In Stock
P09063,bed_bath_table,Gifts,615,Generic Indian,10810.0,14680.0,Limited Edition
P09064,health_beauty,General Merchandise,325,Generic Indian,16280.0,19180.0,In Stock
P09065,electronics,Bluetooth Speakers,1500,Infinix,71140.0,85390.0,Available on Demand
P09066,toys,Novelty Items,3675,Generic Indian,5470.0,6800.0,In Stock
P09067,perfumery,Fragrances,700,Himalaya,70.0,130.0,Out of Stock
P09068,computers_accessories,Smartphones,650,iQOO,13890.0,14910.0,In Stock
P09069,furniture_decor,Beds,500,Nilkamal,31080.0,46510.0,Discontinued
P09070,auto,Engine Oils,1350,Bosch India,12430.0,14280.0,Available on Demand
P09071,computers_accessories,Earbuds,8950,Infinix,45630.0,51260.0,In Stock
P09072,furniture_decor,Lamps,900,Godrej Interio,25590.0,31840.0,In Stock
P09073,furniture_decor,Curtains,1050,IKEA,92260.0,120510.0,In Stock
P09074,sports_leisure,Collectibles,18100,Generic Indian,12090.0,15860.0,In Stock
P09075,cool_stuff,Collectibles,761,Generic Indian,3150.0,3890.0,In Stock
P09076,furniture_decor,Mattresses,800,IKEA,46630.0,65960.0,Discontinued
P09077,housewares,Collectibles,1600,Generic Indian,14040.0,17360.0,In Stock
P09078,baby,Novelty Items,13450,Generic Indian,7980.0,9610.0,In Stock
P09079,stationery,Board Games,5850,Stabilo,2050.0,2590.0,Low Stock
P09080,sports_leisure,General Merchandise,1200,Generic Indian,1930.0,2280.0,In Stock
P09081,auto,Car Accessories,150,Amaron,8140.0,9510.0,In Stock
P09082,health_beauty,Gifts,1025,Generic Indian,8710.0,11400.0,In Stock
P09083,furniture_decor,Dining Tables,10667,Godrej Interio,92610.0,110800.0,In Stock
P09084,computers_accessories,Tablets,300,Noise,28650.0,30400.0,In Stock
P09085,toys,Gifts,250,Generic Global,6360.0,7940.0,In Stock
P09086,sports_leisure,Novelty Items,1000,Generic Indian,3780.0,4490.0,In Stock
P09087,sports_leisure,Gifts,2000,Generic Indian,6200.0,7650.0,In Stock
P09088,furniture_decor,Sofas,600,IKEA,38790.0,47500.0,Backordered
P09089,home_construction,Bean Bags,500,Urban Ladder,91040.0,133690.0,In Stock
P09090,toys,Collectibles,50,Generic Indian,13300.0,16940.0,In Stock
P09091,baby,Novelty Items,2000,Generic Global,3150.0,4180.0,In Stock
P09092,stationery,Manga,500,Navneet,970.0,1490.0,Available on Demand
P09093,costruction_tools_tools,Gifts,3200,Generic Global,11330.0,13240.0,In Stock
P09094,garden_tools,Collectibles,850,Generic Indian,8810.0,11720.0,In Stock
P09095,cool_stuff,Gifts,500,Generic Indian,8750.0,11340.0,In Stock
P09096,auto,Bike Accessories,150,Bosch India,14320.0,16350.0,In Stock
P09097,computers_accessories,Laptops,400,OnePlus,82330.0,99930.0,In Stock
P09098,bed_bath_table,Novelty Items,1500,Generic Indian,6730.0,8060.0,Low Stock
P09099,baby,Gifts,200,Generic Indian,7620.0,8550.0,In Stock
P09100,electronics,Printers,1500,Xiaomi,82540.0,95960.0,In Stock
P09101,computers_accessories,Power Banks,3050,OnePlus,16210.0,17690.0,Backordered
P09102,watches_gifts,General Merchandise,250,Generic Indian,12190.0,16310.0,Limited Edition
P09103,sports_leisure,Collectibles,283,Generic Indian,8900.0,12060.0,In Stock
P09104,toys,Collectibles,275,Generic Indian,12570.0,14280.0,Discontinued
P09105,auto,Bike Accessories,5400,Minda,19000.0,20790.0,In Stock
P09106,auto,Car Accessories,1531,Bosch India,18490.0,21630.0,In Stock
P09107,bed_bath_table,Gifts,1000,Generic Global,9320.0,11720.0,In Stock
P09108,health_beauty,Gifts,150,Generic Indian,470.0,620.0,In Stock
P09109,auto,Bike Accessories,1100,Bosch India,9390.0,11220.0,In Stock
P09110,computers_accessories,DSL Cameras,570,realme,58350.0,63570.0,In Stock
P09111,telephony,General Merchandise,500,Generic Indian,13430.0,16360.0,Limited Edition
P09112,pet_shop,Grooming,500,Drools,5650.0,6940.0,In Stock
P09113,bed_bath_table,Gifts,650,Generic Indian,10710.0,13450.0,In Stock
P09114,auto,Dash Cams,300,BharatBenz,15610.0,18150.0,In Stock
P09115,toys,Gifts,300,Generic Global,14020.0,17300.0,In Stock
P09116,bed_bath_table,Gifts,900,Generic Indian,7360.0,8440.0,In Stock
P09117,auto,Helmets,350,Shell,20080.0,22640.0,In Stock
P09118,cool_stuff,General Merchandise,1650,Generic Indian,10010.0,11560.0,In Stock
P09119,electronics,Hi-Fi Systems,350,Lava,106830.0,117330.0,In Stock
P09120,auto,Bike Accessories,50,Minda,9570.0,12520.0,In Stock
P09121,sports_leisure,Gifts,1625,Generic Indian,5290.0,7010.0,In Stock
P09122,perfumery,Ayurvedic,600,Forest Essentials,2020.0,2760.0,In Stock
P09123,toys,Collectibles,500,Generic Indian,1590.0,2120.0,In Stock
P09124,fashion_bags_accessories,Shoes,100,Peter England,1110.0,1780.0,Preorder
P09125,housewares,General Merchandise,6050,Generic Indian,6750.0,8170.0,Limited Edition
P09126,stationery,Pens,6700,Camel,90.0,130.0,In Stock
P09127,industry_commerce_and_business,General Merchandise,413,Generic Indian,2450.0,3090.0,In Stock
P09128,housewares,Collectibles,3500,Generic Global,3250.0,3950.0,Backordered
P09129,pet_shop,Grooming,200,Whiskas,7950.0,9070.0,Out of Stock
P09130,consoles_games,Laptops,150,Nikon,8940.0,10020.0,Discontinued
P09131,telephony,Collectibles,475,Generic Indian,8330.0,11780.0,In Stock
P09132,fashion_bags_accessories,Handbags,125,Metro,2330.0,3880.0,In Stock
P09133,stationery,Pens,400,Navneet,1710.0,2180.0,In Stock
P09134,furniture_decor,Beds,3000,Nilkamal,86530.0,130610.0,In Stock
P09135,health_beauty,General Merchandise,1567,Generic Indian,14000.0,18120.0,Limited Edition
P09136,cool_stuff,Gifts,2550,Generic Indian,11980.0,13930.0,In Stock
P09137,sports_leisure,Gifts,2300,Generic Indian,2170.0,2700.0,In Stock
P09138,health_beauty,Gifts,1150,Generic Indian,11720.0,14240.0,In Stock
P09139,sports_leisure,Novelty Items,500,Generic Indian,10180.0,14310.0,In Stock
P09140,telephony,Gifts,225,Generic Indian,12400.0,16120.0,In Stock
P09141,perfumery,Makeup,700,Maybelline,1870.0,2600.0,In Stock
P09142,bed_bath_table,Novelty Items,600,Generic Indian,4890.0,5850.0,In Stock
P09143,sports_leisure,General Merchandise,10000,Generic Indian,7670.0,10390.0,In Stock
P09144,computers_accessories,Power Banks,645,iQOO,66160.0,72170.0,In Stock
P09145,furniture_decor,Beds,500,Pepperfry,66000.0,73740.0,In Stock
P09146,computers_accessories,Feature Phones,226,Xiaomi,18810.0,20510.0,Low Stock
P09147,housewares,Novelty Items,400,Generic Indian,3540.0,4240.0,In Stock
P09148,sports_leisure,Gifts,4073,Generic Indian,2820.0,3340.0,In Stock
P09149,auto,Bike Accessories,200,Minda,17060.0,20700.0,In Stock
P09150,health_beauty,Gifts,350,Generic Indian,12710.0,15860.0,Low Stock
P09151,food_drink,Gifts,800,Generic Indian,4460.0,5670.0,In Stock
P09152,computers_accessories,Bluetooth Speakers,238,Lava,34830.0,41560.0,In Stock
P09153,baby,General Merchandise,15800,Generic Indian,12150.0,13970.0,In Stock
P09154,sports_leisure,Collectibles,550,Generic Indian,380.0,460.0,Backordered
P09155,bed_bath_table,Gifts,450,Generic Global,2600.0,3310.0,In Stock
P09156,fashion_male_clothing,Kurtas,250,Fabindia,3660.0,5520.0,Discontinued
P09157,perfumery,Haircare,400,Mamaearth,400.0,700.0,In Stock
P09158,housewares,Gifts,1250,Generic Indian,4110.0,4910.0,In Stock
P09159,furniture_decor,Bean Bags,2750,Urban Ladder,24320.0,29080.0,In Stock
P09160,auto,Engine Oils,3100,Shell,470.0,530.0,Available on Demand
P09161,bed_bath_table,Collectibles,1800,Generic Indian,8550.0,11810.0,In Stock
P09162,auto,Dash Cams,350,BharatBenz,8450.0,9480.0,In Stock
P09163,housewares,General Merchandise,18750,Generic Indian,6670.0,9200.0,In Stock
P09164,stationery,Textbooks,425,Navneet,1810.0,2380.0,In Stock
P09165,books_imported,STEM Toys,950,Camel,1280.0,1590.0,In Stock
P09166,health_beauty,Collectibles,100,Generic Indian,840.0,1170.0,In Stock
P09167,housewares,General Merchandise,2200,Generic Indian,9150.0,11220.0,In Stock
P09168,sports_leisure,Collectibles,1417,Generic Indian,1400.0,1760.0,In Stock
P09169,health_beauty,General Merchandise,350,Generic Indian,3280.0,4460.0,In Stock
P09170,computers_accessories,Feature Phones,900,Xiaomi,73890.0,79610.0,In Stock
P09171,fashion_bags_accessories,Hats,100,Mochi,1160.0,2060.0,In Stock
P09172,sports_leisure,General Merchandise,30000,Generic Indian,4430.0,5420.0,In Stock
P09173,bed_bath_table,General Merchandise,3300,Generic Global,7200.0,9770.0,Preorder
P09174,cool_stuff,General Merchandise,1850,Generic Indian,15000.0,18500.0,In Stock
P09175,bed_bath_table,Collectibles,2600,Generic Indian,6280.0,8010.0,In Stock
P09176,fashion_bags_accessories,T-shirts,200,Mochi,3260.0,5270.0,In Stock
P09177,stationery,Manga,300,Navneet,1650.0,2250.0,Available on Demand
P09178,health_beauty,Collectibles,200,Generic Indian,1810.0,2080.0,In Stock
P09179,office_furniture,Wardrobes,30000,Urban Ladder,63910.0,79700.0,In Stock
P09180,health_beauty,General Merchandise,1145,Generic Indian,14680.0,16780.0,In Stock
P09181,furniture_decor,Sofas,250,Urban Ladder,82400.0,115900.0,Preorder
P09182,perfumery,Wellness Supplements,225,Biotique,2100.0,3770.0,Available on Demand
P09183,baby,General Merchandise,650,Generic Indian,4730.0,6630.0,Discontinued
P09184,housewares,General Merchandise,600,Generic Indian,1380.0,1660.0,Out of Stock
P09185,housewares,Collectibles,700,Generic Indian,4550.0,6000.0,In Stock
P09186,watches_gifts,General Merchandise,200,Generic Indian,1910.0,2200.0,Available on Demand
P09187,bed_bath_table,Novelty Items,25,Generic Indian,4430.0,5690.0,In Stock
P09188,health_beauty,Gifts,150,Generic Indian,13990.0,15680.0,In Stock
P09189,sports_leisure,General Merchandise,30000,Generic Indian,13720.0,16780.0,In Stock
P09190,watches_gifts,Gifts,275,Generic Indian,5610.0,6870.0,In Stock
P09191,bed_bath_table,Collectibles,900,Generic Indian,8440.0,11420.0,In Stock
P09192,bed_bath_table,Novelty Items,1350,Generic Indian,6640.0,9040.0,Low Stock
P09193,garden_tools,Novelty Items,350,Generic Indian,5840.0,7560.0,In Stock
P09194,fashion_shoes,Sarees,1400,H&M,2170.0,4260.0,In Stock
P09195,furniture_decor,Beds,300,IKEA,94930.0,113950.0,In Stock
P09196,fashion_bags_accessories,Belts,100,Metro,2250.0,4700.0,Preorder
P09197,toys,General Merchandise,950,Generic Indian,1640.0,2110.0,In Stock
P09198,housewares,Novelty Items,250,Generic Indian,14320.0,15950.0,Available on Demand
P09199,agro_industry_and_commerce,General Merchandise,12850,Generic Global,6090.0,8150.0,Discontinued
P09200,sports_leisure,Novelty Items,1950,Generic Indian,14040.0,17630.0,In Stock
P09201,housewares,Gifts,1050,Generic Indian,3440.0,4370.0,In Stock
P09202,sports_leisure,Collectibles,50,Generic Indian,4190.0,5770.0,In Stock
P09203,baby,General Merchandise,200,Generic Indian,1760.0,2030.0,Low Stock
P09204,health_beauty,Collectibles,650,Generic Indian,8960.0,12390.0,In Stock
P09205,furniture_decor,Dining Tables,1200,IKEA,85410.0,106970.0,Limited Edition
P09206,audio,Smartwatches,526,Noise,19460.0,22750.0,In Stock
P09207,sports_leisure,Gifts,1160,Generic Indian,13350.0,19000.0,Available on Demand
P09208,sports_leisure,Collectibles,200,Generic Indian,9310.0,11040.0,In Stock
P09209,luggage_accessories,General Merchandise,1600,Generic Indian,7540.0,8430.0,In Stock
P09210,auto,Helmets,150,Amaron,2000.0,2240.0,In Stock
P09211,fixed_telephony,General Merchandise,150,Generic Indian,11010.0,15630.0,In Stock
P09212,furniture_decor,Wardrobes,2,Durian,77790.0,94410.0,In Stock
P09213,toys,General Merchandise,1433,Generic Indian,4940.0,6950.0,Discontinued
P09214,bed_bath_table,Gifts,650,Generic Indian,13090.0,17240.0,Low Stock
P09215,watches_gifts,Gifts,800,Generic Global,11460.0,14070.0,Preorder
P09216,sports_leisure,General Merchandise,200,Generic Indian,13430.0,18500.0,In Stock
P09217,perfumery,Haircare,200,Mamaearth,2270.0,3770.0,Low Stock
P09218,health_beauty,General Merchandise,300,Generic Indian,11500.0,14280.0,In Stock
P09219,drinks,Gifts,175,Generic Indian,4150.0,4630.0,In Stock
P09220,auto,Helmets,175,Bosch India,12980.0,15410.0,In Stock
P09221,luggage_accessories,Collectibles,875,Generic Indian,10610.0,12340.0,In Stock
P09222,consoles_games,Bluetooth Speakers,1150,OnePlus,49050.0,55170.0,Available on Demand
P09223,office_furniture,Bean Bags,8267,Nilkamal,22230.0,34060.0,In Stock
P09224,auto,Engine Oils,800,Amaron,20990.0,23430.0,In Stock
P09225,garden_tools,Gifts,250,Generic Indian,10080.0,11250.0,In Stock
P09226,toys,Collectibles,1100,Generic Indian,7100.0,9780.0,Low Stock
P09227,pet_shop,Cat Food,250,Whiskas,3790.0,4610.0,In Stock
P09228,housewares,Collectibles,400,Generic Indian,6010.0,7240.0,Low Stock
P09229,sports_leisure,General Merchandise,200,Generic Indian,5880.0,6540.0,Limited Edition
P09230,sports_leisure,Novelty Items,8900,Generic Indian,7860.0,9930.0,In Stock
P09231,baby,Novelty Items,3350,Generic Indian,8380.0,9420.0,In Stock
P09232,health_beauty,General Merchandise,400,Generic Indian,8640.0,11220.0,Limited Edition
P09233,consoles_games,Tablets,200,Noise,33010.0,35330.0,In Stock
P09234,musical_instruments,Gifts,750,Generic Indian,2100.0,2750.0,In Stock
P09235,bed_bath_table,Novelty Items,3400,Generic Indian,15300.0,17030.0,In Stock
P09236,toys,Gifts,200,Generic Indian,1500.0,1910.0,In Stock
P09237,fashion_shoes,Kurtas,200,Metro,2960.0,4690.0,In Stock
P09238,computers_accessories,Smartwatches,107,Noise,21300.0,25800.0,In Stock
P09239,toys,General Merchandise,925,Generic Indian,1080.0,1300.0,In Stock
P09240,watches_gifts,Collectibles,475,Generic Indian,11030.0,12470.0,Limited Edition
P09241,housewares,Gifts,1125,Generic Indian,6940.0,7810.0,In Stock
P09242,housewares,Gifts,300,Generic Global,7400.0,9010.0,In Stock
P09243,toys,Collectibles,400,Generic Indian,3660.0,4740.0,Backordered
P09244,housewares,Novelty Items,400,Generic Indian,5570.0,7050.0,In Stock
P09245,books_general_interest,STEM Toys,700,Stabilo,1340.0,1940.0,In Stock
P09246,bed_bath_table,Gifts,400,Generic Indian,7810.0,10240.0,In Stock
P09247,toys,General Merchandise,1200,Generic Indian,13020.0,18150.0,Low Stock
P09248,fashion_bags_accessories,T-shirts,100,Manyavar,3700.0,5160.0,In Stock
P09249,furniture_decor,Sofas,28800,Urban Ladder,29100.0,41260.0,In Stock
P09250,stationery,Pens,1100,Navneet,1030.0,1300.0,In Stock
P09251,stationery,Textbooks,100,Stabilo,1670.0,1870.0,In Stock
P09252,furniture_decor,Dining Tables,2000,Urban Ladder,100050.0,124420.0,In Stock
P09253,fashion_shoes,Sneakers,1500,Nike,1860.0,3840.0,In Stock
P09254,toys,Gifts,550,Generic Indian,4560.0,5160.0,In Stock
P09255,health_beauty,Novelty Items,150,Generic Global,6190.0,7030.0,Available on Demand
P09256,office_furniture,Lamps,11950,Nilkamal,98470.0,111630.0,In Stock
P09257,auto,Dash Cams,200,Bosch India,14690.0,16460.0,Limited Edition
P09258,sports_leisure,Collectibles,500,Generic Indian,8100.0,9630.0,Available on Demand
P09259,electronics,Action Cameras,200,boAt,78370.0,88270.0,In Stock
P09260,sports_leisure,Collectibles,12478,Generic Global,9830.0,13250.0,In Stock
P09261,health_beauty,Collectibles,2425,Generic Indian,6860.0,8360.0,In Stock
P09262,drinks,Collectibles,800,Generic Indian,14080.0,17350.0,In Stock
P09263,pet_shop,Cat Food,1650,Drools,3360.0,4600.0,Discontinued
P09264,auto,Helmets,300,Minda,9410.0,11920.0,In Stock
P09265,health_beauty,Novelty Items,6900,Generic Indian,12000.0,13460.0,Out of Stock
P09266,home_appliances,Wardrobes,425,Nilkamal,46740.0,68720.0,In Stock
P09267,health_beauty,Collectibles,900,Generic Indian,8630.0,11540.0,Limited Edition
P09268,auto,Helmets,350,Amaron,14370.0,18470.0,Discontinued
P09269,furniture_decor,Sofas,3000,Urban Ladder,28720.0,40970.0,In Stock
P09270,bed_bath_table,General Merchandise,700,Generic Indian,8930.0,12100.0,In Stock
P09271,furniture_decor,Wardrobes,800,Nilkamal,82430.0,97630.0,In Stock
P09272,sports_leisure,Gifts,5700,Generic Indian,6950.0,9630.0,Low Stock
P09273,housewares,General Merchandise,1350,Generic Indian,9430.0,12150.0,Out of Stock
P09274,watches_gifts,Collectibles,500,Generic Indian,13150.0,15830.0,Limited Edition
P09275,health_beauty,Collectibles,200,Generic Indian,12430.0,16660.0,Low Stock
P09276,furniture_decor,Mattresses,5400,Urban Ladder,77410.0,92240.0,In Stock
P09277,sports_leisure,Novelty Items,225,Generic Indian,5500.0,7080.0,In Stock
P09278,furniture_decor,Dining Tables,3000,Urban Ladder,94110.0,138140.0,In Stock
P09279,sports_leisure,Gifts,5900,Generic Indian,13930.0,16810.0,In Stock
P09280,bed_bath_table,General Merchandise,8500,Generic Global,2650.0,3370.0,Limited Edition
P09281,electronics,Feature Phones,190,Noise,104470.0,110600.0,In Stock
P09282,watches_gifts,Gifts,250,Generic Indian,12480.0,16230.0,In Stock
P09283,computers_accessories,Vinyl Players,250,realme,92500.0,108850.0,In Stock
P09284,auto,Tyres,200,Shell,3820.0,4390.0,Low Stock
P09285,sports_leisure,Collectibles,500,Generic Indian,480.0,620.0,In Stock
P09286,sports_leisure,Collectibles,3100,Generic Indian,5650.0,7130.0,In Stock
P09287,watches_gifts,Gifts,425,Generic Global,11170.0,15410.0,In Stock
P09288,air_conditioning,Gifts,275,Generic Indian,9850.0,12160.0,In Stock
P09289,bed_bath_table,Gifts,1400,Generic Indian,11820.0,13920.0,Limited Edition
P09290,food,Gifts,5150,Generic Indian,7200.0,8250.0,In Stock
P09291,perfumery,Wellness Supplements,251,Mamaearth,2690.0,3760.0,Preorder
P09292,computers_accessories,Smartphones,675,boAt,71200.0,80390.0,In Stock
P09293,sports_leisure,General Merchandise,1800,Generic Indian,12680.0,14760.0,Backordered
P09294,furniture_decor,Sofas,150,IKEA,86530.0,103940.0,In Stock
P09295,sports_leisure,Collectibles,421,Generic Global,9150.0,10290.0,In Stock
P09296,toys,Novelty Items,1600,Generic Indian,650.0,790.0,In Stock
