customer_id,customer_zip_code,gender,age_group,customer_segment
C15819,181221,Male,36-45,Loyal
C15820,321302,Male,46-55,Returning
C15821,389380,Female,56-65,New
C15822,572113,Female,36-45,Returning
C15823,734215,Male,36-45,Returning
C15824,723147,Male,65+,New
C15825,604405,Male,36-45,Loyal
C15826,251318,Male,26-35,New
C15827,507120,Female,56-65,Returning
C15828,524317,Male,36-45,Returning
C15829,389155,Male,26-35,Loyal
C15830,800005,Male,56-65,New
C15831,450881,Male,26-35,Loyal
C15832,680656,Male,36-45,Returning
C15833,522111,Male,46-55,Returning
C15834,824221,Male,26-35,Loyal
C15835,444311,Female,18-25,New
C15836,501503,Male,26-35,New
C15837,271803,Male,36-45,Loyal
C15838,854106,Male,18-25,New
C15839,620003,Female,36-45,Returning
C15840,221508,Male,18-25,Returning
C15841,630003,Male,36-45,New
C15842,621305,Female,46-55,Returning
C15843,828309,Male,18-25,Returning
C15844,509130,Male,26-35,New
C15845,425104,Female,36-45,New
C15846,177022,Male,36-45,Returning
C15847,630562,Male,18-25,Loyal
C15848,751017,Male,26-35,Returning
C15849,700035,Female,26-35,New
C15850,464774,Female,26-35,New
C15851,852215,Male,26-35,New
C15852,624613,Female,26-35,Returning
C15853,691554,Male,56-65,Returning
C15854,503114,Female,18-25,New
C15855,627105,Female,56-65,Loyal
C15856,301704,Male,26-35,Returning
C15857,151302,Female,26-35,New
C15858,303803,Male,36-45,Loyal
C15859,795118,Male,56-65,New
C15860,521131,Male,26-35,New
C15861,736179,Male,26-35,Returning
C15862,444901,Male,36-45,Returning
C15863,515672,Female,36-45,Returning
C15864,522529,Male,36-45,Returning
C15865,638007,Female,36-45,New
C15866,249125,Male,36-45,New
C15867,416508,Female,26-35,New
C15868,423107,Male,26-35,Returning
C15869,222302,Female,56-65,New
C15870,689698,Male,36-45,New
C15871,229001,Male,26-35,Returning
C15872,177107,Female,26-35,New
C15873,396421,Male,46-55,Returning
C15874,799009,Male,36-45,Returning
C15875,784150,Male,18-25,New
C15876,503187,Male,36-45,New
C15877,680602,Female,46-55,Returning
C15878,787058,Female,46-55,New
C15879,743425,Male,26-35,Returning
C15880,560012,Male,46-55,Returning
C15881,713140,Female,65+,Loyal
C15882,603211,Female,36-45,Loyal
C15883,734003,Male,36-45,New
C15884,261403,Male,36-45,Loyal
C15885,403530,Male,26-35,Loyal
C15886,575018,Male,18-25,New
C15887,757082,Male,46-55,New
C15888,770022,Male,36-45,Returning
C15889,365540,Male,46-55,New
C15890,415101,Male,36-45,Returning
C15891,796111,Male,46-55,Returning
C15892,854115,Male,46-55,New
C15893,403722,Male,26-35,New
C15894,343029,Male,36-45,New
C15895,576229,Female,26-35,Returning
C15896,503206,Male,36-45,Loyal
C15897,302026,Female,46-55,Loyal
C15898,799143,Male,36-45,Returning
C15899,324009,Male,46-55,New
C15900,843120,Female,36-45,Loyal
C15901,622202,Male,18-25,Returning
C15902,388205,Male,36-45,Returning
C15903,828135,Male,18-25,Returning
C15904,690536,Male,46-55,New
C15905,516432,Male,36-45,New
C15906,682008,Male,26-35,Returning
C15907,636115,Female,56-65,Returning
C15908,380013,Male,46-55,New
C15909,624103,Male,26-35,New
C15910,637206,Male,36-45,New
C15911,841439,Male,36-45,Returning
C15912,607105,Male,56-65,Loyal
C15913,225414,Female,36-45,New
C15914,691302,Male,36-45,Returning
C15915,521153,Male,56-65,Loyal
C15916,531081,Male,46-55,Returning
C15917,171001,Female,46-55,Returning
C15918,247661,Male,26-35,New
C15919,585236,Male,56-65,Returning
C15920,413523,Male,36-45,Returning
C15921,415310,Male,26-35,New
C15922,231225,Male,26-35,Returning
C15923,643209,Male,26-35,Returning
C15924,825103,Female,56-65,New
C15925,306308,Female,18-25,Loyal
C15926,829205,Female,46-55,Loyal
C15927,445304,Female,36-45,New
C15928,487881,Female,46-55,New
C15929,628601,Male,36-45,New
C15930,752020,Female,36-45,New
C15931,768104,Female,26-35,Loyal
C15932,630702,Male,18-25,Returning
C15933,148027,Male,56-65,Returning
C15934,630105,Female,46-55,Returning
C15935,342015,Female,36-45,New
C15936,142031,Male,46-55,Returning
C15937,271002,Male,46-55,New
C15938,151401,Female,46-55,Returning
C15939,670701,Female,65+,New
C15940,509105,Female,18-25,New
C15941,627860,Male,18-25,New
C15942,388460,Male,18-25,New
C15943,500036,Female,46-55,New
C15944,637402,Male,56-65,Returning
C15945,323803,Male,18-25,Returning
C15946,722143,Female,26-35,New
C15947,493222,Male,26-35,Loyal
C15948,482003,Female,36-45,New
C15949,534350,Male,36-45,New
C15950,365550,Male,26-35,New
C15951,691590,Male,46-55,Returning
C15952,210129,Male,46-55,New
C15953,824143,Female,26-35,New
C15954,682034,Male,46-55,Returning
C15955,783122,Female,56-65,New
C15956,765024,Female,46-55,Loyal
C15957,636304,Male,36-45,New
C15958,283102,Female,26-35,Returning
C15959,825101,Male,26-35,New
C15960,311301,Female,46-55,New
C15961,691526,Male,26-35,Returning
C15962,421605,Male,18-25,New
C15963,711316,Male,46-55,New
C15964,585102,Male,36-45,Loyal
C15965,263620,Male,46-55,New
C15966,523330,Male,56-65,New
C15967,682503,Female,56-65,Returning
C15968,754292,Female,46-55,New
C15969,638504,Male,36-45,Returning
C15970,754136,Female,36-45,Returning
C15971,224119,Male,26-35,New
C15972,632059,Female,18-25,Loyal
C15973,396240,Male,36-45,New
C15974,695589,Male,46-55,New
C15975,207242,Male,36-45,New
C15976,457882,Male,26-35,Returning
C15977,144507,Male,26-35,New
C15978,783384,Male,36-45,Returning
C15979,425508,Female,26-35,New
C15980,679101,Male,36-45,New
C15981,262546,Female,36-45,New
C15982,695587,Female,56-65,New
C15983,753015,Male,36-45,New
C15984,793161,Male,18-25,New
C15985,123024,Male,26-35,New
C15986,743287,Male,26-35,New
C15987,276406,Male,56-65,New
C15988,193306,Male,36-45,Returning
C15989,741152,Female,26-35,Returning
C15990,494447,Female,36-45,New
C15991,711111,Male,26-35,New
C15992,176214,Male,36-45,Loyal
C15993,577589,Female,56-65,New
C15994,444407,Male,18-25,Loyal
C15995,695016,Male,36-45,Loyal
C15996,678732,Female,36-45,New
C15997,560009,Female,46-55,Returning
C15998,841416,Male,46-55,Returning
C15999,517408,Male,46-55,Returning
C16000,562161,Male,26-35,Loyal
C16001,798613,Female,36-45,Loyal
C16002,458664,Female,26-35,Loyal
C16003,679333,Male,18-25,Loyal
C16004,678633,Male,18-25,Loyal
C16005,141418,Female,36-45,Loyal
C16006,788009,Male,36-45,Returning
C16007,225416,Female,36-45,Returning
C16008,629802,Female,36-45,Loyal
C16009,731220,Female,18-25,Returning
C16010,768226,Male,56-65,Returning
C16011,577182,Male,26-35,Returning
C16012,752070,Female,56-65,New
C16013,785633,Female,18-25,New
C16014,811314,Female,36-45,Returning
C16015,761041,Male,36-45,New
C16016,632404,Female,36-45,New
C16017,766029,Male,18-25,New
C16018,731103,Male,26-35,Returning
C16019,754108,Female,36-45,New
C16020,422203,Male,65+,New
C16021,273301,Female,18-25,New
C16022,326512,Male,46-55,New
C16023,416630,Female,36-45,New
C16024,273013,Male,36-45,New
C16025,209721,Female,26-35,Returning
C16026,630566,Male,36-45,New
C16027,639006,Male,36-45,New
C16028,721156,Male,56-65,Loyal
C16029,689614,Male,46-55,Returning
C16030,249186,Male,26-35,Loyal
C16031,843319,Female,36-45,New
C16032,343027,Male,46-55,Returning
C16033,462001,Female,36-45,New
C16034,110028,Male,36-45,Loyal
C16035,574103,Male,36-45,New
C16036,680309,Female,26-35,New
C16037,815317,Female,18-25,Returning
C16038,244717,Female,36-45,Returning
C16039,301019,Male,36-45,New
C16040,686632,Female,36-45,New
C16041,758082,Male,46-55,Loyal
C16042,141114,Male,56-65,New
C16043,227801,Female,36-45,Loyal
C16044,151202,Male,26-35,Returning
C16045,277403,Male,56-65,Returning
C16046,582206,Male,36-45,Returning
C16047,591212,Female,18-25,Returning
C16048,413205,Female,18-25,New
C16049,224118,Female,36-45,Loyal
C16050,642005,Female,26-35,New
C16051,285123,Male,26-35,New
C16052,221012,Female,65+,Loyal
C16053,613601,Female,18-25,New
C16054,515803,Male,36-45,New
C16055,110095,Female,36-45,Loyal
C16056,574248,Male,46-55,Returning
C16057,682302,Male,36-45,New
C16058,799261,Male,26-35,Loyal
C16059,854332,Female,36-45,New
C16060,228142,Female,36-45,New
C16061,609110,Male,26-35,New
C16062,523369,Male,36-45,Returning
C16063,505531,Male,18-25,New
C16064,581324,Male,36-45,New
C16065,507120,Female,36-45,New
C16066,721131,Male,36-45,Loyal
C16067,673012,Male,36-45,New
C16068,244415,Male,26-35,New
C16069,605006,Male,56-65,New
C16070,484887,Male,36-45,Returning
C16071,591109,Female,56-65,New
C16072,110067,Female,26-35,New
C16073,577131,Male,46-55,New
C16074,484116,Male,36-45,New
C16075,283206,Female,18-25,New
C16076,415701,Male,26-35,New
C16077,171224,Male,26-35,New
C16078,586207,Male,46-55,Loyal
C16079,686572,Male,26-35,New
C16080,587103,Male,36-45,Returning
C16081,560078,Male,36-45,Returning
C16082,142054,Female,65+,New
C16083,534243,Female,65+,Returning
C16084,629202,Male,46-55,Returning
C16085,273302,Female,46-55,New
C16086,744104,Female,46-55,New
C16087,530032,Male,26-35,New
C16088,425419,Male,18-25,Returning
C16089,825404,Male,36-45,Returning
C16090,625011,Male,56-65,Returning
C16091,828307,Male,26-35,New
C16092,680642,Female,26-35,Returning
C16093,516110,Male,36-45,New
C16094,626121,Male,18-25,Returning
C16095,388520,Male,36-45,New
C16096,271845,Male,36-45,New
C16097,712513,Male,18-25,Loyal
C16098,141203,Male,18-25,Returning
C16099,431540,Female,26-35,Loyal
C16100,131101,Male,36-45,Returning
C16101,816101,Male,26-35,New
C16102,641046,Male,46-55,Returning
C16103,445401,Female,36-45,Loyal
C16104,141414,Male,56-65,Loyal
C16105,521331,Female,18-25,Returning
C16106,713324,Male,36-45,Returning
C16107,814167,Male,18-25,Returning
C16108,625703,Male,18-25,New
C16109,341510,Female,26-35,New
C16110,507124,Male,26-35,Returning
C16111,233232,Female,36-45,New
C16112,488220,Male,36-45,New
C16113,456337,Female,18-25,New
C16114,754134,Male,26-35,New
C16115,835203,Male,26-35,New
C16116,686005,Male,26-35,Returning
C16117,822123,Female,46-55,New
C16118,515134,Female,18-25,Loyal
C16119,246733,Female,36-45,Loyal
C16120,212404,Male,36-45,Loyal
C16121,532462,Male,36-45,Loyal
C16122,209121,Male,56-65,New
C16123,852131,Female,46-55,New
C16124,272155,Female,26-35,New
C16125,396045,Male,46-55,New
C16126,500015,Female,18-25,New
C16127,781017,Male,36-45,Loyal
C16128,392220,Male,26-35,Returning
C16129,821103,Male,46-55,New
C16130,752082,Male,46-55,Returning
C16131,804408,Male,36-45,New
C16132,505480,Male,36-45,Returning
C16133,305023,Male,46-55,Returning
C16134,144506,Male,36-45,New
C16135,639112,Male,18-25,Loyal
C16136,382260,Male,46-55,New
C16137,571445,Female,56-65,Returning
C16138,144806,Male,36-45,Returning
C16139,842006,Female,26-35,Returning
C16140,391210,Female,46-55,Returning
C16141,623530,Male,36-45,Returning
C16142,621718,Male,18-25,New
C16143,313004,Female,56-65,Loyal
C16144,306502,Male,56-65,Returning
C16145,604205,Male,36-45,Returning
C16146,713123,Male,46-55,New
C16147,742235,Male,18-25,New
C16148,365640,Female,18-25,Loyal
C16149,601202,Female,46-55,Returning
C16150,591314,Male,26-35,Returning
C16151,400601,Male,36-45,Returning
C16152,285203,Male,18-25,Returning
C16153,781328,Female,56-65,New
C16154,141103,Male,46-55,New
C16155,821302,Male,46-55,New
C16156,495683,Female,26-35,New
C16157,431002,Male,36-45,New
C16158,246155,Male,36-45,Loyal
C16159,121014,Male,18-25,Returning
C16160,133207,Female,26-35,Returning
C16161,764074,Male,46-55,Returning
C16162,521212,Male,18-25,New
C16163,131021,Female,26-35,New
C16164,327023,Female,36-45,New
C16165,682304,Female,65+,New
C16166,331503,Male,36-45,New
C16167,581440,Male,56-65,New
C16168,584136,Female,56-65,New
C16169,670562,Male,46-55,New
C16170,485115,Male,36-45,New
C16171,332712,Male,36-45,New
C16172,575002,Female,18-25,New
C16173,332315,Male,36-45,New
C16174,227812,Male,18-25,New
C16175,604206,Male,36-45,New
C16176,700031,Male,36-45,Returning
C16177,321205,Female,36-45,Returning
C16178,690532,Female,26-35,Returning
C16179,311801,Female,36-45,Returning
C16180,605602,Male,46-55,New
C16181,413307,Male,36-45,Returning
C16182,574212,Female,46-55,Returning
C16183,233311,Male,56-65,Returning
C16184,795011,Male,46-55,New
C16185,626141,Female,56-65,New
C16186,607105,Male,65+,New
C16187,518221,Female,46-55,Loyal
C16188,262802,Male,18-25,New
C16189,226007,Male,36-45,Loyal
C16190,391110,Male,36-45,Returning
C16191,805125,Male,18-25,Returning
C16192,503180,Male,26-35,Returning
C16193,533350,Female,26-35,Returning
C16194,227817,Female,18-25,Returning
C16195,628205,Male,46-55,New
C16196,682029,Female,36-45,Loyal
C16197,721242,Male,26-35,Returning
C16198,711314,Male,26-35,New
C16199,786610,Male,36-45,Returning
C16200,333029,Female,26-35,Loyal
C16201,413006,Female,65+,Returning
C16202,146104,Male,18-25,New
C16203,623605,Male,46-55,Returning
C16204,341517,Male,36-45,Loyal
C16205,173027,Male,36-45,Returning
C16206,800005,Female,26-35,New
C16207,785009,Male,36-45,New
C16208,743125,Male,26-35,Returning
C16209,673655,Male,36-45,Returning
C16210,263680,Female,36-45,New
C16211,273211,Male,26-35,Loyal
C16212,481331,Male,36-45,New
C16213,305925,Female,26-35,New
C16214,507301,Female,46-55,New
C16215,496113,Male,36-45,Loyal
C16216,424201,Female,26-35,New
C16217,212656,Female,36-45,Returning
C16218,400056,Female,65+,Returning
C16219,585326,Female,36-45,New
C16220,425452,Male,26-35,New
C16221,571403,Male,46-55,New
C16222,753013,Male,65+,Returning
C16223,620015,Male,18-25,Loyal
C16224,144401,Male,26-35,Loyal
C16225,609801,Male,36-45,Returning
C16226,632007,Female,18-25,New
C16227,855115,Male,36-45,New
C16228,244223,Male,18-25,New
C16229,394230,Female,36-45,New
C16230,246275,Male,36-45,New
C16231,413403,Male,56-65,Returning
C16232,835227,Male,36-45,New
C16233,431714,Male,46-55,New
C16234,136021,Female,36-45,New
C16235,586116,Female,46-55,Loyal
C16236,412210,Female,36-45,Returning
C16237,695607,Female,36-45,New
C16238,768027,Female,36-45,New
C16239,802160,Female,26-35,New
C16240,533440,Male,46-55,New
C16241,400014,Female,26-35,Loyal
C16242,682023,Male,36-45,Returning
C16243,250101,Male,56-65,New
C16244,362720,Male,46-55,New
C16245,673503,Male,26-35,New
C16246,121015,Male,36-45,Returning
C16247,804419,Male,46-55,Returning
C16248,679102,Male,36-45,Loyal
C16249,734218,Male,36-45,New
C16250,415621,Male,46-55,New
C16251,712405,Female,46-55,New
C16252,272191,Male,36-45,New
C16253,711403,Male,36-45,New
C16254,628102,Male,46-55,Returning
C16255,122502,Male,46-55,Returning
C16256,516270,Female,46-55,Returning
C16257,148025,Male,26-35,New
C16258,848205,Female,26-35,New
C16259,671316,Male,18-25,New
C16260,332601,Male,46-55,Returning
C16261,144526,Male,36-45,New
C16262,689506,Female,26-35,New
C16263,233304,Female,26-35,Returning
C16264,670672,Male,26-35,Returning
C16265,421103,Male,36-45,New
C16266,829201,Female,46-55,New
C16267,522311,Female,36-45,Returning
C16268,143105,Male,26-35,Returning
C16269,400017,Male,26-35,Returning
C16270,515775,Male,26-35,New
C16271,516203,Male,26-35,New
C16272,416616,Female,56-65,New
C16273,785619,Male,36-45,New
C16274,175001,Female,36-45,Returning
C16275,560094,Female,26-35,Returning
C16276,851211,Male,36-45,New
C16277,754082,Female,46-55,New
C16278,533295,Male,36-45,Loyal
C16279,638702,Female,36-45,Loyal
C16280,261141,Male,46-55,Returning
C16281,847104,Male,18-25,Returning
C16282,522403,Male,18-25,Returning
C16283,518594,Female,46-55,Loyal
C16284,305622,Male,46-55,Loyal
C16285,533250,Male,56-65,New
C16286,342604,Male,56-65,Returning
C16287,585287,Female,36-45,New
C16288,506224,Male,36-45,Returning
C16289,735121,Female,36-45,New
C16290,314022,Male,65+,New
C16291,502114,Female,26-35,Returning
C16292,182204,Female,65+,Returning
C16293,505497,Female,36-45,New
C16294,721433,Male,36-45,Loyal
C16295,783354,Male,46-55,New
C16296,442202,Male,26-35,New
C16297,785013,Male,36-45,Returning
C16298,503003,Female,36-45,Returning
C16299,638010,Male,36-45,Returning
C16300,110084,Female,46-55,Returning
C16301,177220,Female,46-55,Returning
C16302,678004,Male,46-55,New
C16303,756033,Male,36-45,Loyal
C16304,743503,Female,26-35,Returning
C16305,182161,Female,46-55,New
C16306,509002,Female,18-25,Loyal
C16307,591119,Female,36-45,New
C16308,758037,Female,36-45,Returning
C16309,605011,Female,18-25,Returning
C16310,431115,Female,56-65,New
C16311,110048,Female,26-35,Returning
C16312,686501,Male,56-65,New
C16313,591127,Female,56-65,New
C16314,516130,Male,36-45,Returning
C16315,313207,Male,36-45,New
C16316,758016,Male,18-25,New
C16317,843127,Female,46-55,New
C16318,176040,Female,46-55,Returning
C16319,146024,Male,26-35,Loyal
C16320,623518,Male,36-45,New
C16321,635002,Male,26-35,Loyal
C16322,613401,Female,46-55,Returning
C16323,311805,Male,26-35,New
C16324,781366,Male,36-45,Loyal
C16325,273155,Male,65+,New
C16326,624802,Male,18-25,Loyal
C16327,786189,Male,46-55,Returning
C16328,582206,Male,26-35,New
C16329,192201,Male,26-35,Loyal
C16330,414401,Male,18-25,New
C16331,691578,Male,26-35,Loyal
C16332,606710,Male,46-55,Loyal
C16333,629162,Male,56-65,New
C16334,678732,Male,36-45,New
C16335,782003,Female,36-45,Returning
C16336,414202,Male,56-65,New
C16337,177206,Male,36-45,New
C16338,712149,Male,46-55,Returning
C16339,534427,Male,36-45,Returning
C16340,572103,Male,26-35,Returning
C16341,781038,Male,36-45,New
C16342,145101,Female,36-45,Loyal
C16343,303006,Female,18-25,New
C16344,325204,Male,65+,New
C16345,603201,Female,26-35,Returning
C16346,509131,Female,36-45,New
C16347,670009,Female,36-45,Returning
C16348,761124,Male,36-45,New
C16349,271206,Male,36-45,New
C16350,721515,Male,56-65,New
C16351,824217,Male,36-45,Loyal
C16352,608401,Male,36-45,New
C16353,632115,Male,18-25,Returning
C16354,396210,Male,36-45,New
C16355,151004,Male,18-25,Returning
C16356,695502,Male,26-35,Returning
C16357,786102,Female,56-65,Returning
C16358,621007,Female,18-25,Returning
C16359,515455,Female,18-25,Returning
C16360,743286,Male,36-45,New
C16361,515281,Male,46-55,New
C16362,829149,Female,26-35,New
C16363,305631,Male,56-65,New
C16364,784184,Male,46-55,New
C16365,496245,Male,26-35,New
C16366,756133,Male,36-45,New
C16367,600040,Male,26-35,Loyal
C16368,207246,Male,26-35,Returning
C16369,560067,Male,18-25,Returning
C16370,492101,Female,18-25,New
C16371,534227,Male,36-45,New
C16372,783337,Male,26-35,New
C16373,621315,Male,36-45,Returning
C16374,127041,Male,36-45,New
C16375,695312,Female,36-45,New
C16376,518001,Female,36-45,New
C16377,305202,Male,36-45,Loyal
C16378,764044,Male,46-55,New
C16379,743336,Male,36-45,Returning
C16380,638011,Female,36-45,New
C16381,502314,Female,46-55,New
C16382,606801,Male,36-45,New
C16383,781337,Male,36-45,New
C16384,721648,Male,26-35,Loyal
C16385,312025,Male,56-65,Returning
C16386,700161,Male,36-45,Loyal
C16387,276207,Male,56-65,New
C16388,713204,Male,26-35,New
C16389,484120,Female,36-45,New
C16390,140118,Female,26-35,Returning
C16391,636204,Male,46-55,New
C16392,841418,Male,56-65,Loyal
C16393,171003,Male,36-45,New
C16394,533004,Male,36-45,Returning
C16395,431133,Female,46-55,New
C16396,683521,Male,26-35,New
C16397,847337,Female,26-35,Returning
C16398,473880,Female,46-55,Loyal
C16399,784115,Male,26-35,Loyal
C16400,209749,Male,36-45,Loyal
C16401,327022,Male,46-55,Returning
C16402,695542,Male,36-45,Returning
C16403,734223,Male,18-25,Returning
C16404,143006,Male,36-45,Returning
C16405,342001,Male,18-25,New
C16406,283111,Male,18-25,New
C16407,281004,Male,26-35,New
C16408,442111,Male,46-55,New
C16409,767042,Male,46-55,New
C16410,563120,Male,18-25,New
C16411,110041,Female,26-35,New
C16412,535215,Male,46-55,Returning
C16413,486675,Male,26-35,New
C16414,690506,Male,46-55,New
C16415,571418,Male,46-55,New
C16416,262501,Male,36-45,New
C16417,480661,Male,46-55,New
C16418,402103,Female,26-35,New
C16419,325204,Male,56-65,New
C16420,535218,Male,18-25,Returning
C16421,781349,Male,46-55,New
C16422,612801,Male,26-35,New
C16423,713341,Female,26-35,Returning
C16424,533261,Male,46-55,Loyal
C16425,303904,Male,36-45,Returning
C16426,364120,Male,46-55,New
C16427,495447,Male,18-25,Loyal
C16428,581346,Male,26-35,New
C16429,274202,Female,46-55,Returning
C16430,403515,Female,36-45,Loyal
C16431,382728,Male,26-35,New
C16432,828301,Female,26-35,New
C16433,364230,Male,18-25,Returning
C16434,678593,Female,46-55,Loyal
C16435,507123,Male,26-35,New
C16436,533345,Male,46-55,New
C16437,713373,Male,18-25,New
C16438,148021,Male,18-25,Returning
C16439,605802,Female,26-35,New
C16440,845406,Male,26-35,Returning
C16441,689656,Male,46-55,New
C16442,638702,Female,36-45,Returning
C16443,246448,Female,18-25,New
C16444,847123,Male,36-45,New
C16445,695547,Male,36-45,New
C16446,523327,Male,18-25,Loyal
C16447,783385,Male,36-45,Returning
C16448,629809,Male,46-55,Returning
C16449,683110,Male,18-25,New
C16450,573121,Female,26-35,New
C16451,641697,Female,26-35,New
C16452,306601,Male,36-45,New
C16453,522330,Female,36-45,New
C16454,581340,Female,46-55,New
C16455,415601,Male,18-25,New
C16456,274301,Male,36-45,New
C16457,414105,Male,36-45,Loyal
C16458,471625,Male,26-35,Returning
C16459,635306,Male,36-45,New
C16460,425418,Female,36-45,New
C16461,680103,Male,46-55,Loyal
C16462,637107,Male,65+,New
C16463,360460,Female,36-45,New
C16464,243722,Female,46-55,Loyal
C16465,613403,Male,18-25,Returning
C16466,700121,Male,36-45,Loyal
C16467,144020,Male,56-65,Returning
C16468,621208,Female,36-45,Loyal
C16469,313329,Female,46-55,Returning
C16470,631606,Male,36-45,New
C16471,670702,Female,36-45,New
C16472,262906,Male,26-35,New
C16473,517551,Male,46-55,New
C16474,230501,Male,18-25,New
C16475,626161,Male,26-35,Returning
C16476,680125,Female,36-45,Returning
C16477,723212,Male,46-55,New
C16478,712146,Male,36-45,Returning
C16479,516268,Male,56-65,Loyal
C16480,230138,Male,18-25,New
C16481,230137,Male,56-65,New
C16482,587113,Female,46-55,Returning
C16483,411024,Male,46-55,Loyal
C16484,380014,Female,46-55,New
C16485,181122,Male,36-45,Returning
C16486,400083,Male,36-45,Returning
C16487,803201,Male,26-35,New
C16488,363655,Female,36-45,New
C16489,121003,Male,46-55,Returning
C16490,786005,Male,26-35,New
C16491,841424,Female,36-45,Loyal
C16492,201013,Female,36-45,New
C16493,572130,Female,18-25,New
C16494,841205,Female,46-55,Returning
C16495,695313,Female,18-25,Loyal
C16496,441912,Female,26-35,New
C16497,442901,Male,36-45,New
C16498,591201,Male,36-45,Returning
C16499,412209,Female,26-35,Returning
C16500,678598,Male,36-45,Returning
C16501,244504,Female,36-45,Returning
C16502,444117,Male,18-25,New
C16503,507159,Female,36-45,Returning
C16504,313329,Female,36-45,New
C16505,500108,Male,36-45,Returning
C16506,388710,Male,26-35,Returning
C16507,518432,Male,18-25,Loyal
C16508,637302,Male,26-35,New
C16509,533233,Male,26-35,Returning
C16510,600035,Male,36-45,Returning
C16511,370205,Male,36-45,Returning
C16512,731244,Male,36-45,New
C16513,682503,Male,36-45,New
C16514,847403,Male,26-35,Loyal
C16515,642112,Female,26-35,New
C16516,496108,Male,26-35,New
C16517,396007,Male,26-35,Returning
C16518,600063,Male,56-65,Returning
C16519,221401,Female,26-35,Returning
C16520,686003,Female,36-45,New
C16521,486441,Male,26-35,Returning
C16522,571416,Female,36-45,Loyal
C16523,680683,Male,36-45,Returning
C16524,682004,Male,36-45,Loyal
C16525,484001,Male,26-35,Loyal
C16526,509320,Male,46-55,Loyal
C16527,209306,Male,36-45,Loyal
C16528,561201,Female,26-35,New
C16529,601301,Male,26-35,New
C16530,635107,Female,36-45,New
C16531,507158,Female,36-45,New
C16532,673028,Male,26-35,Returning
C16533,303504,Female,18-25,Loyal
C16534,783393,Male,36-45,New
C16535,741506,Male,26-35,Returning
C16536,110066,Male,26-35,Returning
C16537,686537,Male,36-45,Returning
C16538,623566,Female,18-25,Returning
C16539,502130,Male,36-45,Returning
C16540,816102,Female,26-35,Loyal
C16541,400068,Male,26-35,Returning
C16542,382630,Male,36-45,Returning
C16543,125201,Male,56-65,Loyal
C16544,518001,Male,36-45,Returning
C16545,627501,Female,26-35,Returning
C16546,271122,Male,56-65,Returning
C16547,135003,Female,46-55,Returning
C16548,621113,Male,65+,New
C16549,321403,Female,18-25,Loyal
C16550,742201,Male,18-25,Returning
C16551,458669,Female,46-55,Returning
C16552,583223,Male,36-45,New
C16553,798621,Male,26-35,New
C16554,515414,Female,26-35,New
C16555,630562,Male,36-45,Returning
C16556,586123,Male,46-55,New
C16557,676122,Male,26-35,Loyal
C16558,624210,Male,26-35,Returning
C16559,151203,Female,46-55,New
C16560,475330,Male,26-35,New
C16561,431208,Male,36-45,Returning
C16562,416509,Male,26-35,Loyal
C16563,121007,Female,46-55,New
C16564,401101,Female,36-45,New
C16565,534218,Female,36-45,Returning
C16566,758025,Female,46-55,New
C16567,691505,Male,36-45,New
C16568,302038,Female,36-45,New
C16569,403521,Female,26-35,New
C16570,144422,Female,36-45,New
C16571,173215,Female,36-45,New
C16572,802127,Male,26-35,New
C16573,624103,Male,26-35,New
C16574,800006,Male,46-55,Returning
C16575,392030,Male,36-45,Returning
C16576,835230,Female,36-45,Returning
C16577,403001,Male,36-45,New
C16578,401206,Female,26-35,Loyal
C16579,731204,Male,18-25,New
C16580,384265,Female,18-25,Returning
C16581,422201,Male,46-55,New
C16582,624701,Female,18-25,New
C16583,743133,Male,36-45,New
C16584,532264,Female,36-45,New
C16585,480224,Female,36-45,New
C16586,172117,Male,36-45,New
C16587,574214,Female,26-35,New
C16588,466111,Male,36-45,New
C16589,686103,Male,65+,Returning
C16590,521201,Male,65+,Returning
C16591,176102,Male,36-45,Returning
C16592,285201,Male,46-55,Loyal
C16593,682013,Female,46-55,New
C16594,314031,Female,26-35,New
C16595,431805,Female,46-55,Loyal
C16596,813202,Male,26-35,Loyal
C16597,284206,Male,26-35,New
C16598,803113,Female,36-45,Returning
C16599,627007,Male,36-45,New
C16600,305003,Male,36-45,Returning
C16601,679564,Female,18-25,Returning
C16602,507201,Male,36-45,Returning
C16603,335503,Male,36-45,New
C16604,764061,Male,36-45,New
C16605,848506,Male,36-45,New
C16606,176401,Male,65+,Returning
C16607,395012,Male,26-35,Returning
C16608,621851,Male,26-35,Returning
C16609,277403,Male,46-55,New
C16610,731237,Male,26-35,Loyal
C16611,184148,Female,26-35,New
C16612,304024,Male,56-65,New
C16613,744202,Male,36-45,Returning
C16614,462043,Female,36-45,Returning
C16615,224205,Male,18-25,Returning
C16616,734421,Male,36-45,New
C16617,737103,Male,36-45,New
C16618,383310,Male,46-55,Returning
C16619,741156,Male,18-25,Returning
C16620,322220,Male,26-35,New
C16621,638011,Male,46-55,Returning
C16622,679313,Male,26-35,Returning
C16623,182145,Male,26-35,New
C16624,841426,Female,36-45,Returning
C16625,686609,Male,36-45,Returning
C16626,576102,Male,36-45,New
C16627,626101,Male,26-35,New
C16628,574199,Female,26-35,Returning
C16629,613001,Female,26-35,New
C16630,723130,Male,36-45,New
C16631,631203,Male,36-45,New
C16632,201304,Male,46-55,Returning
C16633,424119,Male,18-25,New
