review_id,order_id,review_score,review_comment_message,review_date
R03929,O73409,2,Item arrived damaged.,2024-04-15
R03930,O07595,5,No comment,2023-03-13
R03931,O92349,5,No comment,
R03932,O85625,5,No comment,
R03933,O85274,5,Very satisfied with the purchase.,2024-12-16
R03934,O17442,1,Not as described.,
R03935,O82966,5,Very satisfied with the purchase.,2022-06-14
R03936,O85816,4,Very satisfied with the purchase.,2024-08-07
R03937,O19645,4,Great product and quick delivery.,2024-09-20
R03938,O90653,5,Product as described. Good value.,2022-10-20
R03939,O63784,5,No comment,2022-07-07
R03940,O50806,1,Delivery was delayed and support was unhelpful.,2022-07-09
R03941,O68802,1,No comment,2025-12-21
R03942,O87553,3,No comment,
R03943,O17196,3,Product is okay for the price.,2024-11-23
R03944,O92498,5,Did not fit the requirement; returned.,
R03945,O50401,3,No comment,2025-12-11
R03946,O33608,5,No comment,2023-11-11
R03947,O03450,3,No comment,2024-08-09
R03948,O99262,1,No comment,2024-08-11
R03949,O59172,5,No comment,2023-06-12
R03950,O75459,4,No comment,2022-06-26
R03951,O16387,5,Product as described. Good value.,2024-12-08
R03952,O16985,5,Great product and quick delivery.,2021-01-22
R03953,O73724,5,No comment,
R03954,O35472,5,No comment,
R03955,O35938,1,Not as described.,
R03956,O01483,5,Great product and quick delivery.,2021-10-24
R03957,O25916,5,Product as described. Good value.,
R03958,O95502,5,No comment,
R03959,O63139,1,Delivery was delayed and support was unhelpful.,2021-10-14
R03960,O91553,4,No comment,2025-08-13
R03961,O64975,4,No comment,
R03962,O36198,2,No comment,
R03963,O68889,5,Product as described. Good value.,
R03964,O19336,4,Excellent quality and service.,2022-12-09
R03965,O04418,4,No comment,
R03966,O68673,1,No comment,2021-10-21
R03967,O40270,5,No comment,
R03968,O70503,3,Product is okay for the price.,
R03969,O19835,5,No comment,2021-07-15
R03970,O50038,2,Disappointed with the quality.,
R03971,O62333,5,No comment,2024-10-01
R03972,O86853,2,Delivery was delayed and support was unhelpful.,2024-10-13
R03973,O53868,5,No comment,
R03974,O44651,3,No comment,2023-04-12
R03975,O18999,1,Not as described.,2023-12-08
R03976,O21780,3,No comment,2024-10-08
R03977,O93695,1,Delivery was delayed and support was unhelpful.,
R03978,O18794,2,Not as described.,2024-09-17
R03979,O10730,5,Very satisfied with the purchase.,2024-10-15
R03980,O35425,5,Very satisfied with the purchase.,2021-05-22
R03981,O87350,1,No comment,2023-10-17
R03982,O31836,5,No comment,2023-11-05
R03983,O38176,5,Very satisfied with the purchase.,
R03984,O47181,4,Excellent quality and service.,
R03985,O03532,4,Very satisfied with the purchase.,2024-01-13
R03986,O01259,1,Not as described.,2022-12-11
R03987,O46890,3,No comment,2021-01-16
R03988,O43256,5,No comment,
R03989,O94235,5,Great product and quick delivery.,
R03990,O52570,5,No comment,
R03991,O05103,5,Very satisfied with the purchase.,2022-10-16
R03992,O44984,5,Product as described. Good value.,2022-04-08
R03993,O81130,1,Item arrived damaged.,2022-08-07
R03994,O84192,4,Very satisfied with the purchase.,
R03995,O52551,4,No comment,2023-08-16
R03996,O39461,1,No comment,
R03997,O53418,1,Disappointed with the quality.,
R03998,O76789,5,No comment,2022-05-19
R03999,O80612,4,Excellent quality and service.,2022-10-06
R04000,O27776,3,Payment issue led to cancellation.,
R04001,O62996,5,No comment,2021-07-16
R04002,O38190,4,Great product and quick delivery.,2024-06-11
R04003,O92004,5,Excellent quality and service.,
R04004,O53338,4,Product as described. Good value.,
R04005,O64027,5,No comment,2025-03-11
R04006,O56372,3,No comment,
R04007,O83166,5,Very satisfied with the purchase.,
R04008,O12719,3,No comment,
R04009,O17752,3,Packaging was fine. Works as intended.,
R04010,O90729,5,Great product and quick delivery.,
R04011,O83526,4,No comment,
R04012,O72163,3,No comment,2023-06-18
R04013,O83420,5,Excellent quality and service.,
R04014,O71953,1,Not as described.,
R04015,O15897,5,No comment,
R04016,O14407,5,No comment,
R04017,O86766,4,Great product and quick delivery.,2022-11-04
R04018,O67282,5,Very satisfied with the purchase.,2026-05-10
R04019,O05777,1,No comment,2023-12-21
R04020,O12942,5,Did not fit the requirement; returned.,
R04021,O80150,3,No comment,
R04022,O00943,3,Product is okay for the price.,2024-09-24
R04023,O18682,4,Product as described. Good value.,
R04024,O20019,5,No comment,
R04025,O32390,5,No comment,2022-02-02
R04026,O84725,5,Very satisfied with the purchase.,
R04027,O56461,5,Great product and quick delivery.,2022-07-04
R04028,O12816,5,Great product and quick delivery.,2021-11-22
R04029,O10913,5,No comment,2023-07-05
R04030,O63125,5,Order was cancelled shortly after placing.,
R04031,O37351,5,Great product and quick delivery.,
R04032,O96023,4,No comment,2025-01-15
R04033,O22044,5,Great product and quick delivery.,2021-06-06
R04034,O87258,5,No comment,
R04035,O55655,2,Delivery was delayed and support was unhelpful.,
R04036,O53449,4,Product as described. Good value.,
R04037,O67671,4,Initiated return; refund received.,
R04038,O87408,5,Great product and quick delivery.,2022-07-12
R04039,O34622,4,Initiated return; refund received.,2025-12-02
R04040,O08122,5,Excellent quality and service.,2021-06-08
R04041,O28779,5,No comment,2025-07-16
R04042,O47395,5,Great product and quick delivery.,
R04043,O33123,2,Delivery was delayed and support was unhelpful.,
R04044,O73539,5,Very satisfied with the purchase.,
R04045,O03769,5,Great product and quick delivery.,2023-04-12
R04046,O44986,4,No comment,
R04047,O08157,4,No comment,
R04048,O31504,4,No comment,2022-01-12
R04049,O58437,4,Order was cancelled shortly after placing.,
R04050,O16183,5,No comment,
R04051,O73533,5,No comment,
R04052,O06685,5,Great product and quick delivery.,2023-11-18
R04053,O77822,5,Product as described. Good value.,2025-05-02
R04054,O23098,5,Excellent quality and service.,
R04055,O98183,5,Very satisfied with the purchase.,
R04056,O34855,5,Excellent quality and service.,
R04057,O28146,4,No comment,2021-03-23
R04058,O48791,5,No comment,
R04059,O09237,4,Very satisfied with the purchase.,2025-08-06
R04060,O79583,5,Product as described. Good value.,2025-02-05
R04061,O95874,5,No comment,
R04062,O26478,5,Product as described. Good value.,2023-07-14
R04063,O22008,3,Product is okay for the price.,2022-04-13
R04064,O18671,5,No comment,2024-10-08
R04065,O71026,2,No comment,2025-07-10
R04066,O84983,5,No comment,2025-11-13
R04067,O03345,4,Excellent quality and service.,2021-09-14
R04068,O03819,5,No comment,2021-11-12
R04069,O25421,5,Product as described. Good value.,2025-08-21
R04070,O49810,3,Product is okay for the price.,2024-11-14
R04071,O23297,4,No comment,
R04072,O96570,5,No comment,
R04073,O09525,4,Very satisfied with the purchase.,
R04074,O45793,3,No comment,
R04075,O45830,1,No comment,2021-05-24
R04076,O46120,4,No comment,
R04077,O64328,5,Great product and quick delivery.,2021-07-12
R04078,O03159,5,Excellent quality and service.,
R04079,O06243,3,No comment,2023-01-21
R04080,O95775,5,Excellent quality and service.,
R04081,O49987,4,Very satisfied with the purchase.,2025-12-13
R04082,O20354,4,No comment,
R04083,O44158,5,Very satisfied with the purchase.,2021-02-23
R04084,O05057,4,No comment,
R04085,O54620,5,Very satisfied with the purchase.,2023-10-07
R04086,O86277,5,Very satisfied with the purchase.,
R04087,O43369,5,No comment,2023-09-06
R04088,O86758,5,Very satisfied with the purchase.,
R04089,O69051,1,Item arrived damaged.,2025-09-22
R04090,O67274,3,No comment,2022-12-15
R04091,O56330,1,Disappointed with the quality.,2024-06-12
R04092,O82463,5,Great product and quick delivery.,2023-11-14
R04093,O95416,5,Great product and quick delivery.,2021-01-16
R04094,O89304,3,No comment,2022-08-22
R04095,O35546,3,No comment,
R04096,O90714,4,Product as described. Good value.,
R04097,O76872,5,Great product and quick delivery.,2025-09-06
R04098,O08179,5,Great product and quick delivery.,2025-11-19
R04099,O87211,5,Excellent quality and service.,
R04100,O62247,5,Very satisfied with the purchase.,
R04101,O65662,4,Great product and quick delivery.,2023-06-14
R04102,O43499,5,Very satisfied with the purchase.,2023-12-16
R04103,O80719,5,Very satisfied with the purchase.,
R04104,O40839,4,Excellent quality and service.,2021-05-22
R04105,O99536,5,Excellent quality and service.,
R04106,O06023,1,No comment,
R04107,O11716,5,No comment,
R04108,O68544,5,Very satisfied with the purchase.,2023-10-04
R04109,O36664,5,Great product and quick delivery.,
R04110,O79833,5,Great product and quick delivery.,
R04111,O29600,4,No comment,
R04112,O81657,5,No comment,2023-11-12
R04113,O97221,5,Product as described. Good value.,
R04114,O35130,5,No comment,
R04115,O62239,5,No comment,
R04116,O32848,4,No comment,
R04117,O76169,5,Great product and quick delivery.,
R04118,O84710,5,Excellent quality and service.,
R04119,O07710,4,No comment,2024-03-18
R04120,O05677,5,Product as described. Good value.,2024-06-13
R04121,O30015,5,Excellent quality and service.,2025-03-08
R04122,O33308,5,No comment,
R04123,O38630,5,Product as described. Good value.,2023-11-23
R04124,O06019,4,No comment,2025-07-06
R04125,O75739,5,No comment,2021-03-21
R04126,O19787,3,No comment,
R04127,O27848,5,No comment,2023-09-16
R04128,O38224,5,Excellent quality and service.,2024-01-15
R04129,O29829,5,No comment,2023-06-10
R04130,O85735,5,Excellent quality and service.,2025-09-13
R04131,O93790,5,Very satisfied with the purchase.,2021-02-18
R04132,O02476,5,No comment,2022-03-06
R04133,O04522,5,Product as described. Good value.,
R04134,O79946,5,Very satisfied with the purchase.,
R04135,O98352,5,Product as described. Good value.,2024-12-08
R04136,O69806,1,Item arrived damaged.,2021-08-06
R04137,O62439,5,Very satisfied with the purchase.,
R04138,O15699,5,No comment,
R04139,O43169,5,No comment,2024-02-10
R04140,O80215,5,Very satisfied with the purchase.,
R04141,O63782,4,Product as described. Good value.,2025-02-04
R04142,O48062,5,Very satisfied with the purchase.,2023-05-02
R04143,O24615,1,Delivery was delayed and support was unhelpful.,
R04144,O81591,4,Product as described. Good value.,2024-11-12
R04145,O88902,5,Great product and quick delivery.,2022-12-12
R04146,O60908,4,Excellent quality and service.,
R04147,O68223,1,Delivery was delayed and support was unhelpful.,
R04148,O60103,5,No comment,2025-11-11
R04149,O86133,5,Returned as product did not match description.,2025-07-09
R04150,O44875,4,No comment,
R04151,O95574,4,Product as described. Good value.,
R04152,O94392,5,No comment,2023-09-21
R04153,O96094,5,Product as described. Good value.,
R04154,O08773,5,No comment,2024-12-26
R04155,O05121,5,Very satisfied with the purchase.,
R04156,O55931,1,No comment,
R04157,O53021,5,No comment,2021-08-20
R04158,O11542,1,No comment,
R04159,O18281,5,Very satisfied with the purchase.,
R04160,O28789,3,Cancelled due to change of mind.,
R04161,O07479,5,No comment,
R04162,O00362,4,Great product and quick delivery.,2022-05-09
R04163,O97896,5,No comment,2022-03-14
R04164,O17999,4,No comment,
R04165,O18679,5,Product as described. Good value.,2021-03-25
R04166,O14898,4,No comment,2022-11-09
R04167,O63233,1,No comment,
R04168,O62213,4,Very satisfied with the purchase.,
R04169,O87160,5,No comment,2021-10-17
R04170,O19313,5,No comment,
R04171,O53782,5,Excellent quality and service.,2025-02-14
R04172,O38445,5,Product as described. Good value.,2024-08-09
R04173,O03227,5,Payment issue led to cancellation.,
R04174,O90944,4,Cancelled due to change of mind.,2021-02-15
R04175,O75172,5,No comment,
R04176,O26256,5,Excellent quality and service.,2023-02-09
R04177,O25131,5,No comment,
R04178,O05627,5,No comment,2023-10-18
R04179,O86655,5,No comment,2025-12-15
R04180,O89036,5,Product as described. Good value.,
R04181,O40656,5,Product as described. Good value.,2023-03-19
R04182,O96555,2,Delivery was delayed and support was unhelpful.,
R04183,O60955,5,Great product and quick delivery.,2023-11-19
R04184,O03206,5,Product as described. Good value.,
R04185,O99488,5,No comment,2023-09-16
R04186,O88813,5,Great product and quick delivery.,
R04187,O69027,1,No comment,
R04188,O95441,2,Not as described.,2023-02-11
R04189,O68403,1,No comment,2023-12-17
R04190,O09869,5,No comment,2025-04-08
R04191,O12282,1,Delivery was delayed and support was unhelpful.,
R04192,O89193,5,Great product and quick delivery.,
R04193,O30654,5,Great product and quick delivery.,2025-08-15
R04194,O93594,5,No comment,
R04195,O25466,4,Product as described. Good value.,2022-08-16
R04196,O39311,5,Excellent quality and service.,2025-11-10
R04197,O28653,2,Disappointed with the quality.,2024-12-10
R04198,O40913,5,No comment,
R04199,O83325,3,No comment,2022-11-14
R04200,O95679,1,Delivery was delayed and support was unhelpful.,
R04201,O72538,3,No comment,
R04202,O70371,5,Great product and quick delivery.,
R04203,O02047,1,Delivery was delayed and support was unhelpful.,2022-06-14
R04204,O50378,5,No comment,
R04205,O55793,5,Great product and quick delivery.,
R04206,O00540,5,No comment,
R04207,O83575,3,Order was cancelled shortly after placing.,2023-07-03
R04208,O17084,1,No comment,2025-10-10
R04209,O47116,5,No comment,2023-02-11
R04210,O79356,3,No comment,
R04211,O56574,5,Excellent quality and service.,
R04212,O69148,4,Initiated return; refund received.,2024-03-14
R04213,O31674,5,Very satisfied with the purchase.,
R04214,O62697,1,Item arrived damaged.,
R04215,O28372,5,Product as described. Good value.,2023-11-06
R04216,O91914,3,No comment,
R04217,O61545,5,Payment issue led to cancellation.,
R04218,O54989,1,No comment,2023-06-05
R04219,O29251,5,No comment,2023-06-13
R04220,O36952,5,No comment,
R04221,O68788,3,Product is okay for the price.,
R04222,O40516,1,Disappointed with the quality.,
R04223,O88583,4,Great product and quick delivery.,
R04224,O97736,3,Returned due to defects.,2025-06-05
R04225,O18090,3,No comment,2023-02-09
R04226,O65447,5,No comment,
R04227,O93957,5,Great product and quick delivery.,2022-01-13
R04228,O12215,3,Packaging was fine. Works as intended.,
R04229,O59912,5,Product as described. Good value.,2025-12-17
R04230,O32257,4,Order cancelled by the seller.,2023-12-10
R04231,O51712,5,Very satisfied with the purchase.,2023-04-13
R04232,O04077,1,Cancelled due to change of mind.,
R04233,O46205,5,Great product and quick delivery.,2025-02-11
R04234,O09027,5,No comment,2021-10-18
R04235,O96772,1,No comment,2025-05-16
R04236,O15610,3,Product is okay for the price.,2022-09-14
R04237,O18631,4,Product as described. Good value.,2023-10-11
R04238,O01417,5,No comment,2022-12-09
R04239,O01972,5,Returned due to defects.,2024-03-15
R04240,O78457,5,Excellent quality and service.,
R04241,O68451,5,No comment,2022-12-08
R04242,O07803,5,No comment,
R04243,O43172,5,Excellent quality and service.,2021-07-08
R04244,O21800,5,Cancelled due to change of mind.,
R04245,O19386,5,Excellent quality and service.,2025-11-19
R04246,O99231,4,Great product and quick delivery.,2022-07-18
R04247,O43106,5,Product as described. Good value.,
R04248,O59702,1,No comment,
R04249,O61944,3,No comment,2024-10-10
R04250,O05277,5,Product as described. Good value.,
R04251,O69468,4,Very satisfied with the purchase.,2023-08-08
R04252,O64441,3,No comment,2023-07-12
R04253,O67721,3,No comment,
R04254,O75107,5,No comment,
R04255,O20994,5,No comment,
R04256,O14791,1,Disappointed with the quality.,2022-10-03
R04257,O65125,1,Not as described.,
R04258,O84036,5,Excellent quality and service.,2024-08-11
R04259,O87719,5,Very satisfied with the purchase.,
R04260,O46811,4,No comment,2023-01-06
R04261,O23038,5,No comment,
R04262,O70359,5,Very satisfied with the purchase.,
R04263,O72082,4,Product as described. Good value.,2025-02-02
R04264,O54730,5,No comment,
R04265,O01629,5,No comment,
R04266,O21242,5,Excellent quality and service.,2022-07-02
R04267,O64633,5,No comment,2025-09-19
R04268,O17063,5,Excellent quality and service.,2023-04-16
R04269,O87580,5,Very satisfied with the purchase.,
R04270,O66205,5,Very satisfied with the purchase.,2022-02-14
R04271,O50491,5,No comment,
R04272,O09345,5,No comment,
R04273,O95686,5,No comment,
R04274,O17675,5,Great product and quick delivery.,
R04275,O42581,3,No comment,2021-11-11
R04276,O86503,1,No comment,2023-05-05
R04277,O37481,4,No comment,
R04278,O61280,5,Excellent quality and service.,2025-04-05
R04279,O30818,4,Initiated return; refund received.,2023-03-06
R04280,O89998,5,No comment,2024-12-15
R04281,O67593,1,No comment,2025-09-15
R04282,O53978,4,No comment,
R04283,O14452,5,No comment,2023-10-13
R04284,O45690,2,Not as described.,
R04285,O78102,5,No comment,2023-12-04
R04286,O55547,3,Packaging was fine. Works as intended.,
R04287,O78035,5,Great product and quick delivery.,
R04288,O13594,3,Packaging was fine. Works as intended.,
R04289,O30835,5,No comment,2023-03-03
R04290,O74985,5,Great product and quick delivery.,2024-02-14
R04291,O20053,1,Disappointed with the quality.,
R04292,O05690,1,Not as described.,2025-04-14
R04293,O50801,1,No comment,2021-07-16
R04294,O47964,5,Excellent quality and service.,2021-06-22
R04295,O90510,5,No comment,2024-09-03
R04296,O84328,4,No comment,2025-06-14
R04297,O75887,5,Great product and quick delivery.,
R04298,O33975,5,Very satisfied with the purchase.,
R04299,O90386,5,No comment,
R04300,O62139,5,Cancelled due to change of mind.,
R04301,O35228,5,Product as described. Good value.,
R04302,O51775,5,Great product and quick delivery.,2024-09-24
R04303,O67603,5,No comment,
R04304,O61703,4,No comment,2021-10-13
R04305,O03210,1,Order cancelled by the seller.,
R04306,O83901,2,Delivery was delayed and support was unhelpful.,
R04307,O60447,5,No comment,
R04308,O63940,4,No comment,2022-05-12
R04309,O78782,5,No comment,
R04310,O47588,5,No comment,2024-06-25
R04311,O86039,5,Very satisfied with the purchase.,
R04312,O68300,5,No comment,2022-10-15
R04313,O87204,4,Great product and quick delivery.,2024-08-15
R04314,O57646,5,Very satisfied with the purchase.,
R04315,O22426,1,Disappointed with the quality.,
R04316,O42702,5,No comment,2023-02-26
R04317,O46448,5,Very satisfied with the purchase.,
R04318,O49111,5,Product as described. Good value.,2025-10-13
R04319,O74709,5,No comment,2025-07-10
R04320,O85297,4,Excellent quality and service.,2026-01-09
R04321,O99130,5,No comment,2021-12-18
R04322,O47030,5,Excellent quality and service.,2022-03-05
R04323,O00166,5,Excellent quality and service.,
R04324,O35932,1,Item arrived damaged.,
R04325,O64343,3,No comment,2023-11-08
R04326,O67923,5,Product as described. Good value.,2022-12-11
R04327,O28586,1,No comment,
R04328,O26811,5,Cancelled due to change of mind.,2024-01-06
R04329,O32157,5,No comment,
R04330,O95316,5,No comment,
R04331,O73991,1,No comment,2023-08-12
R04332,O06099,5,Product as described. Good value.,
R04333,O55261,1,No comment,
R04334,O17599,5,No comment,
R04335,O96223,5,Order was cancelled shortly after placing.,
R04336,O57003,1,Not as described.,
R04337,O21247,1,No comment,2025-01-19
R04338,O26300,1,No comment,
R04339,O07951,5,No comment,2022-11-21
R04340,O85212,5,Very satisfied with the purchase.,2024-11-26
R04341,O09099,2,Delivery was delayed and support was unhelpful.,2023-03-10
R04342,O33808,2,Not as described.,2024-05-20
R04343,O62188,5,No comment,
R04344,O09257,4,No comment,2024-08-15
R04345,O82532,5,No comment,2024-10-20
R04346,O32938,5,Great product and quick delivery.,2022-11-21
R04347,O79309,5,Very satisfied with the purchase.,
R04348,O60427,5,Excellent quality and service.,
R04349,O01892,5,No comment,2024-03-05
R04350,O06452,5,Excellent quality and service.,
R04351,O41059,3,Packaging was fine. Works as intended.,
R04352,O58502,1,No comment,2021-12-24
R04353,O66919,5,No comment,2025-12-12
R04354,O70267,1,Not as described.,2023-12-21
R04355,O07909,5,Excellent quality and service.,
R04356,O81025,5,Product as described. Good value.,
R04357,O17351,5,Payment issue led to cancellation.,2025-05-06
R04358,O39870,4,Great product and quick delivery.,
R04359,O90332,5,No comment,2025-03-25
R04360,O90607,5,Product as described. Good value.,
R04361,O93651,4,Great product and quick delivery.,
R04362,O15635,5,Excellent quality and service.,2024-05-12
R04363,O54623,5,Very satisfied with the purchase.,2025-05-14
R04364,O00541,5,No comment,2024-09-11
R04365,O10227,5,Very satisfied with the purchase.,2022-10-09
R04366,O74302,2,No comment,2023-02-08
R04367,O06323,5,No comment,
R04368,O55628,5,Order cancelled by the seller.,
R04369,O94080,2,Delivery was delayed and support was unhelpful.,
R04370,O52089,5,Payment issue led to cancellation.,2025-12-09
R04371,O41390,4,Excellent quality and service.,2021-09-12
R04372,O49517,2,Item arrived damaged.,
R04373,O42068,5,No comment,
R04374,O96602,3,No comment,2024-01-07
R04375,O25033,5,Payment issue led to cancellation.,2022-10-18
R04376,O10910,3,No comment,
R04377,O61175,5,Great product and quick delivery.,
R04378,O24580,3,Product is okay for the price.,2025-01-11
R04379,O83272,5,No comment,2022-11-08
R04380,O80025,1,Disappointed with the quality.,
R04381,O39971,5,Product as described. Good value.,
R04382,O67654,4,Excellent quality and service.,
R04383,O50431,3,Packaging was fine. Works as intended.,2022-10-20
R04384,O05796,5,No comment,
R04385,O93865,5,Product as described. Good value.,2023-04-12
R04386,O24379,5,No comment,2023-11-11
R04387,O76211,4,Excellent quality and service.,
R04388,O50546,3,No comment,2024-09-12
R04389,O32708,5,No comment,
R04390,O10863,5,Product as described. Good value.,2023-08-02
R04391,O12017,3,No comment,2025-05-09
R04392,O38729,5,Product as described. Good value.,
R04393,O81927,5,Very satisfied with the purchase.,
R04394,O97260,5,Great product and quick delivery.,2025-08-17
R04395,O05693,4,Product as described. Good value.,
R04396,O02702,5,Great product and quick delivery.,2022-09-14
R04397,O43655,3,Packaging was fine. Works as intended.,2023-03-06
R04398,O75811,5,Great product and quick delivery.,2022-01-23
R04399,O90720,3,No comment,
R04400,O60155,5,Great product and quick delivery.,2022-07-18
R04401,O55483,5,No comment,2024-02-22
R04402,O72629,5,No comment,
R04403,O70366,1,No comment,
R04404,O57982,4,Product as described. Good value.,
R04405,O45809,5,Great product and quick delivery.,2024-08-08
R04406,O56332,5,Great product and quick delivery.,2023-06-15
R04407,O89374,5,No comment,2021-09-23
R04408,O32624,4,No comment,
R04409,O83280,5,No comment,2024-03-07
R04410,O44826,3,Packaging was fine. Works as intended.,
R04411,O12928,4,No comment,2023-04-06
R04412,O26737,1,No comment,2024-06-14
R04413,O33757,5,No comment,
R04414,O01641,3,No comment,
R04415,O93751,4,Very satisfied with the purchase.,2024-06-17
R04416,O43263,5,Excellent quality and service.,2022-06-16
R04417,O40874,5,No comment,
R04418,O51215,1,Delivery was delayed and support was unhelpful.,
R04419,O16897,1,Disappointed with the quality.,
R04420,O09254,5,Excellent quality and service.,
R04421,O96865,4,No comment,
R04422,O27491,3,No comment,2022-05-04
R04423,O30282,5,No comment,
R04424,O72788,3,Payment issue led to cancellation.,
R04425,O22960,5,No comment,2022-02-15
R04426,O09879,4,No comment,
R04427,O28667,3,Product is okay for the price.,2023-05-10
R04428,O54699,2,Item arrived damaged.,2024-09-21
R04429,O30882,4,Excellent quality and service.,
R04430,O75472,1,Delivery was delayed and support was unhelpful.,
R04431,O58659,4,No comment,
R04432,O07795,5,Great product and quick delivery.,
R04433,O48415,5,Product as described. Good value.,2025-04-17
R04434,O06004,4,Great product and quick delivery.,
R04435,O75311,5,Great product and quick delivery.,
R04436,O38334,5,Order cancelled by the seller.,
R04437,O37190,5,Excellent quality and service.,
R04438,O62107,4,Very satisfied with the purchase.,2023-08-14
R04439,O48877,4,Product as described. Good value.,2024-12-22
R04440,O16090,4,Product as described. Good value.,
R04441,O04428,1,No comment,2023-12-21
R04442,O59062,4,No comment,2021-12-11
R04443,O62082,5,No comment,2022-05-11
R04444,O13661,5,Did not fit the requirement; returned.,
R04445,O37272,1,Returned as product did not match description.,
R04446,O12523,5,Great product and quick delivery.,2025-02-18
R04447,O29160,4,Excellent quality and service.,2024-05-10
R04448,O25835,5,Product as described. Good value.,2024-12-04
R04449,O34692,5,No comment,2022-04-03
R04450,O49980,1,Disappointed with the quality.,2022-10-18
R04451,O11292,5,Product as described. Good value.,2022-10-23
R04452,O86318,5,Product as described. Good value.,
R04453,O68955,5,No comment,
R04454,O56590,5,Excellent quality and service.,
R04455,O83666,5,No comment,
R04456,O66817,4,Excellent quality and service.,2025-04-21
R04457,O04686,3,No comment,2021-11-14
R04458,O94561,5,Excellent quality and service.,2025-10-02
R04459,O59855,1,No comment,2022-12-10
R04460,O91548,5,No comment,
R04461,O38107,4,No comment,
R04462,O67175,4,Excellent quality and service.,2024-06-08
R04463,O48007,4,No comment,2024-07-04
R04464,O59447,5,No comment,2025-06-08
R04465,O15071,3,No comment,
R04466,O39636,3,No comment,
R04467,O52326,3,No comment,2023-02-18
R04468,O46815,5,Excellent quality and service.,2025-07-01
R04469,O82913,5,Great product and quick delivery.,2024-04-15
R04470,O84355,4,Great product and quick delivery.,
R04471,O24018,5,No comment,2023-11-14
R04472,O67852,4,Very satisfied with the purchase.,2024-07-10
R04473,O19601,5,No comment,
R04474,O03091,1,Not as described.,2024-09-09
R04475,O32623,5,No comment,2025-06-25
R04476,O73213,5,Product as described. Good value.,2025-01-14
R04477,O32173,5,Great product and quick delivery.,2023-04-19
R04478,O21828,4,Great product and quick delivery.,
R04479,O03358,5,No comment,
R04480,O53871,5,No comment,2024-02-23
R04481,O78337,5,No comment,2021-07-06
R04482,O10407,5,Great product and quick delivery.,
R04483,O93901,5,No comment,
R04484,O70525,4,Great product and quick delivery.,
R04485,O91648,5,No comment,2022-09-07
R04486,O13859,4,Returned due to defects.,2021-09-24
R04487,O80009,5,No comment,2024-12-12
R04488,O51046,1,Delivery was delayed and support was unhelpful.,
R04489,O53966,4,No comment,
R04490,O18362,5,Did not fit the requirement; returned.,2022-08-15
R04491,O58457,5,No comment,
R04492,O71774,5,Product as described. Good value.,2023-03-08
R04493,O88513,5,No comment,
R04494,O24620,1,Not as described.,
R04495,O14259,4,Excellent quality and service.,2024-04-07
R04496,O94120,4,Product as described. Good value.,2025-11-13
R04497,O58469,5,Great product and quick delivery.,
R04498,O68597,5,Product as described. Good value.,
R04499,O45156,5,Very satisfied with the purchase.,
R04500,O51725,5,No comment,
R04501,O13729,1,Item arrived damaged.,2021-04-15
R04502,O85488,5,No comment,
R04503,O89616,5,Returned as product did not match description.,
R04504,O90023,5,Very satisfied with the purchase.,
R04505,O09348,2,No comment,
R04506,O38802,4,No comment,
R04507,O22994,4,Very satisfied with the purchase.,2023-03-16
R04508,O84140,3,No comment,2022-08-25
R04509,O45403,5,No comment,2023-02-05
R04510,O70865,4,No comment,2023-09-11
R04511,O65319,5,No comment,
R04512,O36913,5,No comment,
R04513,O23260,5,Product as described. Good value.,
R04514,O70256,2,No comment,2024-02-23
R04515,O78540,1,Cancelled due to change of mind.,2024-08-12
R04516,O13107,4,Excellent quality and service.,
R04517,O76130,5,Great product and quick delivery.,2023-12-09
R04518,O20824,4,Product as described. Good value.,
R04519,O80336,5,No comment,2023-02-10
R04520,O66717,4,Returned due to defects.,2025-01-08
R04521,O29783,1,Order was cancelled shortly after placing.,
R04522,O55129,4,Excellent quality and service.,
R04523,O34461,5,Returned as product did not match description.,
R04524,O92986,5,Excellent quality and service.,
R04525,O59997,5,Excellent quality and service.,
R04526,O13662,5,No comment,2025-07-14
R04527,O70817,5,Product as described. Good value.,
R04528,O26093,5,Excellent quality and service.,2022-08-17
R04529,O48534,4,No comment,
R04530,O51960,5,Excellent quality and service.,2022-04-13
R04531,O57598,5,No comment,
R04532,O99908,4,No comment,
R04533,O08996,5,Great product and quick delivery.,2022-07-07
R04534,O94406,5,No comment,2025-10-08
R04535,O18576,5,Product as described. Good value.,
R04536,O96590,1,Item arrived damaged.,2022-06-14
R04537,O89815,5,No comment,2022-12-14
R04538,O38573,5,No comment,2025-06-10
R04539,O86169,2,Not as described.,
R04540,O02395,4,No comment,
R04541,O83733,1,Disappointed with the quality.,2025-09-07
R04542,O14471,1,Disappointed with the quality.,
R04543,O59164,5,Great product and quick delivery.,2025-11-11
R04544,O55364,5,No comment,2025-04-17
R04545,O84426,4,Excellent quality and service.,
R04546,O00249,4,Great product and quick delivery.,
R04547,O86599,5,No comment,2022-02-25
R04548,O83802,4,No comment,
R04549,O61637,5,Very satisfied with the purchase.,
R04550,O08703,4,Excellent quality and service.,2025-05-10
R04551,O60333,1,No comment,
R04552,O22991,5,No comment,
R04553,O92318,1,Item arrived damaged.,
R04554,O29339,5,No comment,
R04555,O19803,4,No comment,
R04556,O26085,5,No comment,
R04557,O32802,5,No comment,2024-01-15
